取引時期,市区町村名,取引価格（㎡単価）
2023年第4四半期,調布市,392235.29411764705
2023年第4四半期,豊島区,992666.6666666666
2023年第4四半期,足立区,373170.73170731706
2023年第4四半期,青梅市,81772.22222222222
2024年第1四半期,あきる野市,69700.0
2024年第1四半期,三鷹市,541818.1818181818
2024年第1四半期,世田谷区,849750.0
2024年第1四半期,中央区,6200000.0
2024年第1四半期,中野区,682857.1428571428
2024年第1四半期,八丈町,10350.0
2024年第1四半期,八王子市,120094.5945945946
2024年第1四半期,北区,627000.0
2024年第1四半期,台東区,1626957.142857143
2024年第1四半期,品川区,797500.0
2024年第1四半期,国分寺市,416666.6666666667
2024年第1四半期,国立市,483333.3333333333
2024年第1四半期,墨田区,836428.5714285715
2024年第1四半期,多摩市,170000.0
2024年第1四半期,大田区,605909.0909090909
2024年第1四半期,小平市,270000.0
2024年第1四半期,小笠原村,30000.0
2024年第1四半期,小金井市,450000.0
2024年第1四半期,府中市,459375.0
2024年第1四半期,文京区,976666.6666666666
2024年第1四半期,新宿区,1376250.0
2024年第1四半期,日野市,225750.0
2024年第1四半期,昭島市,151500.0
2024年第1四半期,杉並区,775384.6153846154
2024年第1四半期,東久留米市,265714.28571428574
2024年第1四半期,東大和市,200000.0
2024年第1四半期,東村山市,242500.0
2024年第1四半期,板橋区,620555.5555555555
2024年第1四半期,武蔵村山市,113000.0
2024年第1四半期,武蔵野市,744000.0
2024年第1四半期,江戸川区,526250.0
2024年第1四半期,江東区,1460000.0
2024年第1四半期,清瀬市,151500.0
2024年第1四半期,渋谷区,2063333.3333333333
2024年第1四半期,港区,8062500.0
2024年第1四半期,狛江市,435000.0
2024年第1四半期,町田市,229684.2105263158
2024年第1四半期,目黒区,1016428.5714285715
2024年第1四半期,福生市,221666.66666666666
2024年第1四半期,稲城市,222500.0
2024年第1四半期,立川市,342857.14285714284
2024年第1四半期,練馬区,452692.3076923077
2024年第1四半期,羽村市,130000.0
2024年第1四半期,荒川区,739000.0
2024年第1四半期,葛飾区,409500.0
2024年第1四半期,西多摩郡瑞穂町,65500.0
2024年第1四半期,西東京市,370000.0
2024年第1四半期,調布市,398692.3076923077
2024年第1四半期,豊島区,1017000.0
2024年第1四半期,足立区,354333.3333333333
2024年第1四半期,青梅市,88833.33333333333
