walk_min_from_nearest_station,construction_area,construction_year,street_width,land_price_estimated,wood,south,west,east,north,price
15,105,2022,4.0,91.40625,True,False,True,False,False,83.0
11,80,2022,5.3,28.46668,True,True,False,False,False,70.0
16,85,2021,7.3,65.55,True,False,True,False,True,76.0
14,110,2021,5.4,75.9,True,True,False,False,False,87.0
16,85,2021,7.3,51.8075,True,False,True,False,True,72.0
13,80,2021,5.4,48.996465,True,True,True,False,False,63.0
2,90,2023,4.0,49.95523,True,False,True,False,False,75.0
9,100,2021,4.0,54.15,True,False,False,True,True,75.0
9,75,2021,4.0,46.55,True,False,False,False,True,72.0
10,80,2021,4.0,45.0,True,False,False,False,True,62.0
10,80,2021,4.0,45.0,True,False,False,True,True,55.0
9,80,2021,4.0,47.25,True,False,False,False,True,68.0
11,80,2020,4.0,1.3,True,True,True,False,False,60.0
5,110,2023,3.9,49.725,True,False,False,True,True,87.0
8,95,2023,3.9,45.75,True,False,True,False,False,81.0
11,100,2023,7.5,52.7,True,True,False,False,False,79.0
7,125,2023,5.0,70.40004,True,True,False,True,False,130.0
7,100,2023,4.0,58.6667,True,False,False,False,True,110.0
9,70,2022,4.0,46.714275,True,False,True,False,False,73.0
9,90,2022,4.0,49.72,True,True,True,False,False,83.0
3,95,2022,5.3,78.99996,True,False,False,False,True,130.0
4,95,2022,4.5,78.99996,True,True,False,False,False,130.0
6,65,2022,4.0,49.4,True,False,False,True,True,68.0
6,65,2021,4.0,49.4,True,False,False,True,True,64.0
4,70,2022,4.0,43.225,True,True,False,False,False,78.0
5,70,2020,4.0,43.225,True,True,False,True,False,64.0
10,115,2021,17.5,49.40625,True,True,False,False,False,88.0
1,90,2021,4.0,39.9,True,False,False,True,False,87.0
7,85,2021,4.4,46.25,True,True,True,False,False,68.0
2,80,2021,4.0,37.0,True,False,False,True,False,84.0
1,85,2021,4.0,31.45,True,False,False,True,False,100.0
11,85,2023,5.6,60.9,True,True,True,False,False,84.0
11,85,2023,5.6,60.9,True,True,True,False,False,84.0
6,85,2020,3.8,1.365,True,False,True,False,True,82.0
9,115,2023,4.0,44.1,True,True,False,True,False,100.0
8,80,2022,4.0,60.775,True,True,False,False,False,99.0
8,100,2021,4.0,47.666645,True,False,True,False,False,76.0
8,110,2023,4.0,74.0625,True,True,False,False,False,95.0
9,95,2022,4.0,99.0,False,False,False,True,False,120.0
8,135,2023,3.7,68.4,True,False,False,False,True,120.0
5,110,2020,2.9,79.5,True,True,False,False,False,98.0
8,100,2022,4.0,87.45,True,False,False,True,True,86.0
9,100,2021,3.8,31.525,True,True,False,True,False,72.0
9,100,2021,2.2,38.8,True,False,False,True,False,73.0
9,100,2021,3.8,77.35,True,True,False,True,False,74.0
10,85,2021,3.5,58.33331,True,False,False,False,True,78.0
7,85,2023,6.0,68.4,True,False,False,False,True,87.0
8,65,2022,4.0,31.8,False,False,False,False,True,55.0
7,110,2021,3.3,36.375,True,True,False,False,False,77.0
8,60,2021,4.0,14.55,True,False,False,False,True,45.0
4,70,2022,4.0,22.8,True,False,True,False,False,69.0
2,125,2022,4.0,58.05,True,False,False,True,False,110.0
4,65,2022,3.3,25.8,True,False,True,False,False,62.0
6,100,2021,4.5,59.0,True,True,False,False,False,130.0
4,100,2021,3.5,53.3,True,False,False,False,True,82.0
4,95,2020,3.7,43.16669,True,False,False,True,False,88.0
8,100,2023,3.4,79.0,True,True,False,False,False,85.0
8,75,2023,4.0,32.85,True,False,False,True,False,74.0
8,95,2022,3.7,66.5,True,True,False,False,False,85.0
9,80,2022,3.3,66.5,True,False,True,False,False,70.0
9,80,2022,4.0,42.35,True,False,False,False,True,69.0
3,110,2020,3.8,61.125,True,False,True,False,False,74.0
6,105,2021,3.2,81.5,True,True,False,True,False,68.0
4,90,2021,4.0,65.2,True,True,False,False,False,71.0
11,100,2024,10.9,11.0,True,False,False,False,True,58.0
11,100,2021,7.2,53.0,True,False,True,False,False,96.0
11,50,2021,4.5,44.0,True,False,True,False,False,90.0
11,95,2021,4.5,44.0,True,False,True,False,True,84.0
11,95,2021,7.2,44.0,True,False,True,False,False,99.0
11,100,2021,4.5,44.0,True,True,False,False,False,95.0
13,85,2020,5.4,43.49997,True,True,False,False,False,71.0
15,75,2021,8.0,45.916635,True,False,False,False,True,60.0
13,90,2020,5.4,41.65,True,False,False,True,False,80.0
11,85,2023,3.8,62.8875,True,True,True,False,False,84.0
12,125,2022,5.2,92.77775,True,False,False,True,False,130.0
14,100,2020,4.0,65.625,True,True,False,False,False,70.0
15,105,2023,4.5,54.030795,True,False,True,False,True,70.0
12,70,2022,4.0,55.575,True,False,False,False,True,65.0
14,75,2022,5.3,46.3125,True,False,False,True,False,69.0
14,70,2022,5.3,55.575,True,False,False,True,False,63.0
8,100,2023,5.4,56.7,True,True,False,False,False,82.0
7,85,2023,5.4,56.7,True,True,False,False,False,70.0
9,70,2022,7.2,28.05,True,False,False,True,False,63.0
8,95,2022,7.3,55.65,True,False,True,False,False,82.0
9,80,2021,5.4,42.4,True,False,False,True,False,69.0
16,75,2021,3.5,32.8,True,True,True,False,False,60.0
16,75,2021,3.5,38.0,True,True,True,False,False,60.0
9,90,2023,5.4,44.0,True,False,False,True,True,69.0
4,95,2023,5.4,32.8,True,False,True,False,True,72.0
5,100,2022,5.4,70.0,True,True,True,False,False,80.0
9,75,2022,7.2,52.5,True,False,False,True,False,66.0
9,85,2022,5.4,63.0,True,True,True,False,False,66.0
9,85,2022,5.4,59.5,True,True,True,False,False,71.0
10,80,2022,5.4,63.0,True,True,False,False,False,69.0
8,95,2022,4.0,55.575,True,False,False,True,False,83.0
6,85,2022,4.0,55.25,True,False,False,True,False,74.0
6,95,2022,5.4,52.4875,True,False,False,False,True,90.0
7,90,2021,5.4,52.4875,True,False,True,False,True,85.0
10,80,2021,4.5,45.9,True,False,False,True,False,60.0
4,110,2021,5.4,51.33337,True,False,True,False,False,70.0
6,65,2021,4.0,30.333355,True,False,False,False,True,49.0
12,55,2022,4.0,51.2,True,True,False,True,False,23.0
11,80,2022,3.4,50.23337,True,False,True,False,False,80.0
10,90,2020,5.0,50.23337,True,False,False,False,True,80.0
12,95,2023,3.7,105.3,True,False,False,True,False,85.0
8,70,2023,3.7,33.25,True,True,False,False,False,63.0
5,95,2022,4.0,32.0,True,False,True,False,False,79.0
11,90,2022,4.0,46.0,True,True,False,False,False,89.0
9,80,2021,4.5,55.5,True,False,False,True,False,70.0
9,80,2021,4.5,69.3,True,False,False,False,True,70.0
9,75,2021,3.9,42.9,True,False,True,False,False,62.0
9,90,2021,4.5,74.75,True,False,False,False,True,73.0
6,85,2021,5.4,68.25,True,True,False,False,False,80.0
7,110,2021,4.0,91.0,True,False,False,False,True,86.0
6,85,2021,4.0,71.5,True,False,True,False,False,70.0
9,80,2021,4.5,68.25,True,False,False,False,True,71.0
5,100,2021,3.8,40.8,True,False,True,False,False,73.0
8,85,2020,3.7,85.0,True,False,False,True,False,70.0
5,75,2021,3.3,71.4,True,False,True,False,False,58.0
6,85,2021,4.0,71.4,True,False,True,False,False,75.0
10,90,2021,4.5,78.2,True,False,False,False,True,73.0
6,85,2021,4.0,71.4,True,False,True,False,False,76.0
10,90,2021,4.5,78.2,True,False,False,True,True,73.0
7,95,2021,4.0,61.2,True,True,False,False,False,75.0
10,65,2022,4.4,54.4,True,True,False,True,False,65.0
4,60,2021,2.5,26.4,True,False,True,False,False,55.0
10,90,2021,5.0,39.6,True,True,False,True,False,79.0
10,100,2022,4.0,87.1,True,True,False,False,False,95.0
11,75,2022,3.9,53.0,True,True,False,False,False,79.0
12,80,2022,4.0,62.5,True,False,False,True,False,74.0
9,100,2022,4.0,84.375,True,True,False,False,False,89.0
11,105,2021,4.0,63.7,True,True,False,False,False,93.0
12,70,2021,4.0,49.0,True,True,True,False,False,59.0
13,75,2020,4.6,56.525,True,True,False,False,False,61.0
10,55,2021,4.0,44.625,True,False,True,False,False,48.0
12,70,2023,4.0,40.17,True,False,True,False,True,60.0
12,75,2023,6.3,52.37141,True,True,False,True,False,80.0
9,90,2022,4.0,65.12782,True,False,False,True,True,84.0
9,110,2021,4.0,99.63338,True,False,True,False,True,93.0
14,90,2021,3.3,65.55,True,False,False,True,True,77.0
6,80,2021,3.8,45.7125,True,False,True,False,True,77.0
8,80,2021,4.5,46.11432,True,True,False,True,False,77.0
8,80,2021,4.0,46.11432,True,False,False,True,True,70.0
10,100,2023,6.5,37.05,True,True,False,False,False,86.0
11,90,2023,3.9,43.65,True,False,False,True,False,79.0
12,95,2021,4.0,33.725,True,False,True,False,True,91.0
11,85,2021,3.8,31.95,True,False,True,False,False,70.0
12,90,2021,4.0,33.46109,True,True,True,False,False,76.0
20,80,2023,4.0,38.85,True,False,False,True,True,68.0
15,90,2022,8.2,57.6,True,True,False,False,False,92.0
18,90,2022,4.5,49.833295,True,True,True,False,False,65.0
14,80,2021,5.4,40.0,True,False,False,True,True,62.0
14,80,2021,5.4,40.0,True,False,False,True,True,61.0
20,95,2023,4.5,80.7,True,False,True,False,True,95.0
20,95,2023,4.5,80.7,True,True,False,True,False,90.0
20,95,2023,5.4,80.7,True,True,True,False,False,99.0
20,100,2023,5.4,87.425,True,True,True,False,False,110.0
19,90,2023,5.5,81.84,True,True,True,False,False,99.0
21,75,2022,5.4,63.27,True,False,True,False,True,73.0
18,80,2023,4.0,66.325035,True,True,True,False,False,76.0
18,100,2023,4.0,91.591715,True,True,True,False,False,78.0
19,85,2023,8.0,79.98573,True,False,False,True,False,86.0
20,65,2023,5.4,98.721465,True,False,False,True,True,73.0
15,85,2022,4.5,57.921465,True,False,False,True,False,74.0
14,75,2021,4.0,51.75,True,False,False,False,True,60.0
12,70,2022,5.4,48.3,True,False,False,True,True,70.0
13,110,2021,3.0,70.0925,True,False,True,False,False,86.0
15,80,2021,3.7,48.76,True,True,False,False,False,66.0
7,80,2023,5.5,62.0,True,True,False,True,False,83.0
7,80,2023,5.5,62.0,True,False,False,True,False,82.0
7,80,2023,5.5,50.0,True,True,False,True,False,83.0
11,100,2023,3.6,75.9,True,True,False,False,False,89.0
10,95,2022,4.5,70.8,True,True,False,False,False,110.0
10,95,2022,4.5,70.8,True,True,False,False,False,110.0
7,90,2021,4.0,67.275,True,False,False,True,False,77.0
6,80,2020,5.0,58.5,True,False,False,False,True,70.0
4,90,2023,4.0,82.424985,True,True,True,False,False,98.0
6,90,2022,4.0,69.0,True,False,True,False,True,110.0
6,95,2022,4.5,72.0,True,True,True,False,False,120.0
10,85,2023,6.9,68.2,True,False,False,True,False,81.0
14,90,2022,4.0,47.5,True,True,False,True,False,85.0
13,70,2023,5.0,46.2,True,False,True,False,True,70.0
9,80,2020,5.0,59.0,True,True,True,False,False,79.0
11,100,2021,3.5,71.883365,True,False,True,False,False,82.0
11,95,2021,4.0,66.0,True,True,False,True,False,97.0
11,100,2021,3.5,55.0,True,False,True,False,False,84.0
11,85,2021,4.0,57.75,True,False,False,False,True,87.0
16,90,2021,4.0,52.8,True,False,False,True,False,110.0
10,95,2021,4.0,52.8,True,False,False,False,True,94.0
14,95,2022,4.0,55.575,True,True,False,True,False,79.0
11,90,2021,3.6,70.2,True,True,False,True,False,110.0
9,95,2021,3.8,70.2,True,False,False,False,True,90.0
11,100,2021,4.0,73.125,True,True,False,True,False,97.0
6,105,2020,3.8,52.65,True,False,False,True,False,75.0
7,80,2021,4.0,58.5,True,False,True,False,True,79.0
9,100,2023,5.6,58.9,True,False,False,True,True,140.0
9,95,2023,4.5,58.9,True,True,False,True,False,120.0
6,95,2023,4.0,22.8,True,False,True,False,True,110.0
6,100,2023,4.0,28.8,True,False,True,False,True,110.0
11,90,2023,6.0,58.933305,True,False,True,False,True,78.0
12,90,2022,5.7,64.35,True,True,False,True,False,87.0
13,100,2021,4.0,50.7,True,False,True,False,False,86.0
5,90,2020,5.0,62.5,True,False,True,False,False,89.0
7,130,2022,3.7,75.0,True,False,False,False,True,110.0
13,70,2024,4.7,51.85,True,True,True,False,False,79.0
14,70,2024,4.0,59.5,True,False,False,False,True,73.0
13,100,2023,4.0,80.0,True,True,False,True,False,100.0
14,75,2023,4.0,22.8,True,True,False,False,False,82.0
12,85,2021,5.7,40.95,True,True,False,False,False,82.0
14,65,2021,4.0,31.2,True,True,False,False,False,60.0
14,65,2021,4.0,31.2,True,False,False,False,True,57.0
13,70,2023,4.0,45.0,True,True,False,False,False,63.0
13,70,2023,4.0,76.925,True,False,True,False,False,61.0
11,90,2023,5.3,74.75,True,False,True,False,True,79.0
10,95,2023,5.3,78.0,True,False,True,False,True,81.0
13,80,2021,7.7,59.500035,True,False,True,False,False,71.0
13,80,2021,7.7,69.09,True,False,True,False,False,72.0
16,70,2023,4.0,79.1,True,False,False,False,True,72.0
15,55,2023,4.0,35.0,True,True,False,False,False,59.0
18,85,2022,6.0,65.866635,True,True,True,False,False,74.0
16,100,2021,5.0,60.95,True,True,True,False,False,78.0
20,100,2021,4.5,60.95,True,True,True,False,False,75.0
19,105,2021,5.0,60.95,True,True,True,False,False,77.0
16,95,2021,4.0,60.95,True,False,True,False,True,71.0
8,105,2023,4.0,91.2,True,False,True,False,False,82.0
6,75,2023,4.5,57.0,True,False,True,False,False,86.0
16,70,2023,4.0,53.2,True,False,False,False,True,71.0
8,90,2023,4.0,68.4,True,False,True,False,True,88.0
19,70,2022,4.0,45.5,True,False,False,True,True,62.0
16,70,2021,4.0,45.5,True,False,False,True,True,65.0
8,75,2022,4.0,52.0,True,True,False,True,False,73.0
18,85,2022,5.9,48.75,True,False,True,False,False,68.0
10,70,2022,4.0,48.26664,True,False,False,False,True,62.0
10,70,2022,2.7,42.23331,True,False,False,False,True,68.0
8,75,2022,3.8,34.8,True,True,True,False,False,75.0
14,90,2021,3.8,51.00003,True,False,False,True,False,78.0
14,100,2021,3.8,59.500035,True,False,False,True,False,86.0
18,85,2021,4.9,52.64,True,False,False,False,True,60.0
18,75,2021,6.0,32.186,True,True,False,True,False,60.0
18,80,2021,6.0,33.88,True,False,False,True,False,70.0
16,90,2021,4.0,38.25,True,False,True,False,True,60.0
6,85,2021,4.0,36.125,True,True,False,True,False,77.0
7,75,2023,4.5,47.375025,True,True,False,False,False,83.0
12,90,2023,4.5,36.35715,True,True,False,True,False,76.0
12,85,2023,4.0,36.35715,True,False,False,False,True,74.0
9,105,2022,7.2,121.950045,True,True,True,False,False,120.0
11,70,2023,5.4,81.30003,True,True,True,False,False,82.0
7,85,2024,4.5,110.335755,True,False,True,False,True,82.0
12,115,2023,10.0,52.37141,True,False,False,False,True,82.0
11,95,2022,4.5,82.0,True,False,False,True,True,110.0
11,100,2022,4.5,94.3,True,False,False,True,True,99.0
11,100,2022,4.5,82.0,True,True,True,False,False,120.0
10,90,2022,4.5,69.46875,True,False,False,True,False,83.0
9,90,2021,3.4,65.8125,True,False,False,True,True,89.0
8,100,2022,3.6,81.841705,False,True,False,False,False,120.0
6,75,2021,4.3,51.107175,True,False,True,False,True,84.0
9,100,2021,4.0,68.1429,False,False,False,False,True,110.0
10,85,2022,7.2,47.70003,True,False,True,False,False,68.0
11,95,2021,4.0,60.95,True,False,True,False,False,70.0
9,85,2022,3.3,48.76,True,True,True,False,False,68.0
8,100,2021,4.0,60.95,False,False,False,False,True,120.0
12,70,2022,4.0,42.665,True,False,True,False,False,72.0
10,70,2021,4.0,28.82145,True,False,True,False,False,56.0
9,95,2021,3.3,60.525045,True,False,False,True,True,76.0
9,90,2021,3.3,54.760755,True,False,False,True,True,80.0
9,90,2023,3.8,60.008365,False,False,False,True,False,110.0
7,75,2023,4.0,61.807155,True,False,True,False,True,75.0
10,85,2023,4.0,104.52861,True,True,False,False,False,88.0
9,100,2022,3.8,90.2,False,False,False,True,False,110.0
9,90,2022,3.8,90.2,False,False,False,True,False,100.0
9,130,2021,5.5,88.958375,True,False,True,False,True,130.0
9,95,2021,6.2,44.85,True,True,True,False,False,80.0
10,100,2021,4.0,69.0,True,False,True,False,True,88.0
12,100,2021,4.0,63.9975,True,False,True,False,True,80.0
10,100,2020,4.0,57.6429,True,True,False,True,False,85.0
8,100,2020,4.0,57.6429,True,False,True,False,True,110.0
8,115,2023,4.6,85.4,True,False,False,True,False,140.0
4,90,2021,4.0,65.52,True,False,False,True,False,70.0
4,80,2021,4.0,49.92,True,False,False,True,False,68.0
9,80,2020,3.9,47.6,True,True,False,False,False,67.0
9,65,2023,3.9,50.0,True,True,False,True,False,69.0
8,125,2021,3.9,66.25,True,False,False,True,True,120.0
8,120,2021,3.9,66.25,True,False,False,True,True,120.0
11,80,2021,4.0,42.4,True,True,False,False,False,71.0
14,105,2023,3.7,34.0,True,False,False,True,False,88.0
12,60,2023,4.0,30.275,False,False,True,False,False,58.0
11,95,2021,3.3,69.275,True,False,False,False,True,64.0
11,60,2024,2.9,25.666655,True,False,False,False,True,58.0
12,75,2023,3.7,71.25,True,True,False,True,False,83.0
4,105,2023,3.5,77.6,True,False,False,False,True,79.0
12,70,2022,5.4,22.8,True,False,True,False,False,52.0
10,75,2023,5.0,48.45,True,False,False,True,True,64.0
11,115,2022,5.4,43.55,True,False,False,True,True,73.0
9,50,2022,4.0,35.4,True,True,True,False,False,47.0
15,80,2021,4.5,90.2,True,True,False,False,False,70.0
6,70,2021,5.5,61.5,True,False,True,False,True,77.0
14,70,2021,4.5,73.8,True,False,False,False,True,56.0
12,105,2022,4.0,61.5,True,True,True,False,False,72.0
8,85,2022,4.0,86.1,True,False,False,True,False,71.0
15,80,2021,4.5,58.3,True,True,False,False,False,70.0
11,80,2021,5.1,50.35,True,True,False,False,False,65.0
14,75,2020,3.8,58.583365,True,False,False,False,True,60.0
9,95,2021,5.0,49.33336,True,False,True,False,False,67.0
14,145,2023,4.0,68.2,True,False,True,False,False,88.0
4,75,2023,3.0,42.625,True,False,False,True,False,59.0
14,90,2021,8.3,116.25,True,False,True,False,True,74.0
16,80,2023,3.8,56.1,True,True,False,False,False,75.0
14,90,2022,3.8,35.4,True,False,True,False,True,76.0
15,105,2022,3.4,61.95,True,False,True,False,False,85.0
18,90,2022,3.3,75.075,True,True,True,False,False,75.0
16,95,2022,3.3,60.75,True,False,True,False,False,75.0
16,100,2022,3.6,79.925,True,True,False,False,False,70.0
16,105,2022,3.6,72.975,True,True,False,False,False,80.0
14,95,2020,4.0,69.666635,True,False,True,False,False,78.0
15,100,2021,4.0,76.999965,True,False,False,True,False,77.0
14,70,2023,5.4,74.375025,True,True,True,False,False,68.0
11,135,2023,4.0,109.08337,True,False,False,True,False,130.0
14,80,2023,3.8,84.291695,True,False,True,False,False,77.0
14,95,2023,5.4,70.77,True,True,True,False,False,91.0
15,60,2023,4.0,43.81,True,False,False,True,False,58.0
14,90,2023,6.0,70.77,True,False,False,True,True,86.0
16,85,2023,4.0,59.39375,True,False,False,True,False,80.0
14,95,2023,5.4,88.083345,True,True,True,False,False,94.0
16,110,2022,5.4,96.85,True,False,False,True,True,91.0
15,85,2022,5.4,63.325,True,True,False,True,False,79.0
16,105,2022,5.4,78.75,True,False,False,True,True,89.0
14,80,2021,3.3,65.717675,True,False,False,True,True,72.0
14,80,2021,3.3,65.717675,True,False,False,True,True,72.0
13,110,2023,5.3,74.25,True,False,True,False,False,80.0
16,80,2023,6.0,42.28497,True,True,False,False,False,76.0
16,95,2023,6.0,44.634135,True,True,False,False,False,90.0
14,100,2022,4.0,52.5,True,False,False,True,True,64.0
16,80,2023,4.0,56.0,True,True,True,False,False,78.0
16,70,2022,3.9,38.675,True,False,True,False,True,61.0
14,85,2021,5.4,46.6667,True,True,False,True,False,63.0
14,85,2021,5.4,49.000035,True,True,False,True,False,65.0
14,105,2021,5.4,44.333365,True,True,False,True,False,72.0
13,85,2024,4.0,71.0,True,False,True,False,True,71.0
4,50,2023,3.3,36.0,True,False,True,False,True,53.0
16,60,2023,4.7,73.45,True,True,False,False,False,54.0
6,85,2022,4.0,32.45,True,True,False,False,False,72.0
11,70,2022,4.0,59.0,True,True,True,False,False,64.0
12,75,2021,5.5,46.250025,True,False,False,False,True,64.0
19,85,2021,6.1,49.0,True,True,False,False,False,67.0
11,80,2022,4.0,53.1,True,False,False,True,False,75.0
16,100,2023,4.5,89.169275,False,True,True,False,False,120.0
13,75,2024,7.2,74.375025,True,False,False,True,False,85.0
12,85,2023,4.0,69.875,True,False,False,True,False,94.0
11,65,2023,7.2,54.527785,True,False,True,False,False,63.0
11,110,2022,4.0,51.95554,True,False,False,False,True,86.0
16,140,2022,4.0,107.62219,True,False,True,False,True,130.0
12,80,2022,5.5,59.6,True,False,True,False,False,92.0
11,100,2022,7.2,85.675,True,False,False,True,False,110.0
12,80,2022,4.0,67.05,True,False,False,True,False,75.0
10,75,2022,5.4,50.4,True,False,True,False,False,74.0
10,135,2021,5.4,78.5454,True,False,True,False,False,110.0
7,85,2020,4.0,67.89996,True,False,True,False,True,87.0
15,95,2020,7.3,71.67218,True,True,True,False,False,97.0
16,100,2020,4.5,79.21662,True,True,True,False,False,89.0
16,100,2020,7.3,79.21662,True,False,False,True,True,97.0
9,70,2021,3.8,52.81108,True,False,False,True,False,66.0
6,100,2021,4.5,62.5,True,False,False,False,True,88.0
8,110,2020,3.4,84.375,False,True,True,False,False,120.0
7,95,2020,4.0,62.5,True,False,True,False,True,80.0
14,95,2020,5.4,68.75,True,True,False,False,False,90.0
16,105,2020,4.5,68.75,True,False,True,False,False,100.0
16,100,2020,7.3,68.75,True,False,False,True,True,84.0
16,100,2020,4.5,68.75,True,False,False,False,True,93.0
14,95,2020,4.0,59.375,True,False,False,False,True,96.0
11,90,2022,7.3,56.93336,True,False,False,True,True,90.0
18,90,2023,5.4,62.8875,True,True,True,False,False,93.0
7,85,2023,4.0,54.825,True,False,True,False,False,87.0
12,95,2022,4.0,45.2,True,True,False,True,False,86.0
14,125,2022,5.4,92.16662,True,True,False,True,False,110.0
12,100,2022,4.0,65.8333,True,True,False,True,False,88.0
12,100,2021,5.0,54.8333,True,False,True,False,True,80.0
13,100,2021,3.9,42.0,True,False,False,True,False,69.0
12,95,2023,2.9,61.6,True,False,True,False,True,69.0
16,100,2023,5.0,56.0,True,False,False,True,False,88.0
16,95,2023,5.0,66.0,True,False,False,True,False,70.0
16,95,2023,5.0,66.0,True,True,False,True,False,68.0
12,90,2023,4.0,56.85003,True,False,True,False,False,85.0
14,80,2022,4.0,77.9,True,True,True,False,False,88.0
15,100,2023,4.5,55.125,True,False,True,False,False,100.0
15,105,2023,4.5,55.125,True,False,True,False,True,110.0
15,100,2023,5.5,52.5,True,False,False,True,True,110.0
15,95,2023,5.4,49.875,True,False,False,False,True,95.0
15,95,2023,4.5,55.1,True,False,True,False,True,100.0
11,95,2023,4.0,60.8,True,False,False,True,False,82.0
15,95,2023,4.5,60.8,True,False,False,True,False,98.0
9,80,2022,4.0,65.6,True,False,True,False,False,67.0
15,105,2023,4.5,86.1,True,False,True,False,False,110.0
12,120,2022,11.0,38.0,True,False,False,True,True,81.0
15,85,2021,4.0,47.77,True,True,False,True,False,75.0
18,95,2022,7.8,54.6492,True,False,False,True,False,77.0
19,80,2021,4.0,26.0,True,False,False,True,False,53.0
18,75,2023,5.4,55.9,True,False,False,False,True,67.0
14,80,2023,7.2,67.11112,True,False,True,False,False,80.0
15,110,2022,5.5,66.6667,True,False,True,False,False,100.0
19,95,2023,5.4,73.33337,True,True,False,False,False,75.0
13,95,2022,5.4,62.181775,True,True,False,False,False,70.0
18,70,2021,7.2,45.81815,True,False,True,False,False,67.0
20,100,2022,8.0,39.2727,True,False,False,False,True,68.0
14,70,2021,5.5,33.94998,True,False,False,False,True,55.0
18,100,2021,7.3,75.4444,True,False,True,False,False,77.0
15,80,2021,4.0,56.5833,True,False,False,True,False,55.0
15,85,2021,4.0,56.5833,True,False,False,True,False,57.0
18,100,2021,4.5,62.5,True,True,False,False,False,71.0
15,90,2021,4.0,65.55,True,False,True,False,False,87.0
15,100,2022,4.0,69.0,True,False,True,False,False,94.0
15,95,2020,5.4,57.6429,True,False,True,False,False,85.0
5,75,2022,5.3,28.69002,True,True,False,False,False,62.0
5,100,2022,5.0,16.1,True,True,False,False,False,80.0
6,70,2022,3.3,11.5,True,True,False,False,False,65.0
3,100,2021,8.0,54.816645,True,False,False,True,False,80.0
10,90,2021,4.0,60.0,True,False,True,False,True,67.0
11,80,2023,4.5,54.3125,True,False,True,False,True,70.0
5,80,2023,3.3,40.0,False,True,False,False,False,63.0
13,90,2022,4.0,60.0,True,True,True,False,False,84.0
9,145,2022,4.0,73.0,True,False,True,False,True,110.0
8,85,2021,4.0,60.999975,True,True,True,False,False,80.0
9,120,2021,4.0,81.5,True,True,True,False,False,96.0
13,85,2021,5.0,68.4,True,True,False,False,False,74.0
11,55,2023,3.4,37.949985,True,False,True,False,True,49.0
6,65,2022,3.5,68.6,True,True,False,False,False,68.0
13,95,2023,3.3,102.9,True,False,True,False,True,74.0
13,55,2021,3.0,19.333325,False,True,False,True,False,38.0
7,105,2021,4.0,37.1,True,True,False,True,False,89.0
6,110,2023,3.0,69.90003,True,False,False,True,False,77.0
5,100,2022,3.5,50.483355,True,False,True,False,False,82.0
6,95,2022,4.0,75.465,True,False,False,False,True,82.0
4,80,2022,4.3,55.66665,True,True,True,False,False,66.0
11,75,2021,4.0,31.5,True,False,False,False,True,54.0
4,70,2021,4.5,44.33331,True,True,False,False,False,46.0
6,95,2023,6.2,45.021405,True,False,False,False,True,89.0
3,70,2022,4.0,40.92855,True,False,False,False,True,75.0
5,75,2021,4.0,30.0375,True,False,False,True,False,60.0
5,75,2021,4.0,29.7,True,False,False,True,False,66.0
2,85,2022,4.0,41.25,True,True,True,False,False,89.0
6,85,2023,7.2,25.375,True,False,True,False,False,85.0
4,85,2021,4.0,37.8,True,True,False,True,False,76.0
2,95,2021,6.0,60.775,True,True,False,True,False,79.0
5,85,2021,6.1,42.9,True,False,False,True,True,80.0
5,95,2020,6.2,34.65,True,False,False,False,True,91.0
12,115,2021,4.5,144.0,True,False,False,False,True,88.0
13,75,2023,3.2,70.0,True,False,False,False,True,65.0
11,75,2023,1.8,65.0,True,True,False,False,False,70.0
13,75,2023,3.4,36.0,True,False,False,True,True,65.0
6,110,2023,4.0,61.1,True,True,True,False,False,99.0
6,110,2022,4.0,33.375,True,True,False,True,False,98.0
6,100,2022,4.0,31.15,True,True,False,True,False,92.0
7,115,2022,4.0,63.0,True,False,True,False,True,89.0
10,145,2021,4.0,61.625,True,True,False,False,False,96.0
13,90,2021,4.0,28.8,True,False,False,True,True,68.0
3,100,2020,4.0,50.4,True,True,True,False,False,80.0
3,100,2021,2.5,36.0,True,False,False,True,True,74.0
10,110,2021,4.0,36.0,True,True,False,True,False,97.0
6,100,2023,4.0,66.0,True,False,False,True,True,120.0
6,100,2023,4.0,90.0,True,False,False,True,True,100.0
7,70,2020,4.0,60.0,True,False,True,False,False,67.0
9,90,2023,4.0,72.1875,True,True,False,True,False,80.0
6,145,2022,4.0,82.5,True,True,False,True,False,140.0
6,75,2021,4.0,45.0,True,True,False,True,False,80.0
9,85,2024,2.9,82.0,True,True,False,True,False,80.0
12,80,2022,3.1,57.0,True,False,True,False,False,68.0
13,95,2022,4.7,54.925,True,True,False,True,False,76.0
7,70,2021,4.0,32.175,True,False,False,True,True,66.0
4,60,2021,3.2,35.5926,True,True,False,False,False,63.0
11,100,2022,4.0,95.833295,True,False,False,True,True,92.0
10,100,2023,2.6,110.5,True,False,True,False,True,100.0
10,95,2023,3.3,117.0,True,False,False,True,True,100.0
11,100,2021,3.0,91.0,True,False,False,True,False,61.0
10,95,2021,3.3,119.0,True,False,True,False,True,62.0
6,100,2021,4.0,109.525,True,True,False,False,False,87.0
6,85,2021,3.3,34.016645,True,False,True,False,True,58.0
8,100,2022,4.0,60.9,True,True,False,False,False,82.0
