walk_min_from_nearest_station,construction_area,construction_year,street_width,land_price_estimated,wood,south,west,east,north,price
10,100,2022,4.0,35.65,True,True,False,False,False,64.0
6,100,2024,4.0,14.3,True,False,True,False,False,58.0
10,85,2023,5.4,30.61365,True,True,False,False,False,44.0
10,75,2023,7.2,21.0,True,False,False,True,False,45.0
6,95,2022,7.2,30.642825,True,False,False,True,True,57.0
7,85,2022,10.9,26.557115,True,False,False,True,True,58.0
8,85,2022,9.1,15.2,True,False,True,False,True,47.0
3,95,2022,2.8,22.8,True,False,False,False,True,55.0
8,105,2022,12.7,24.7,True,True,False,True,False,53.0
6,85,2022,4.0,31.85,True,False,False,False,True,47.0
11,55,2022,6.0,17.15,True,True,False,False,False,32.0
7,100,2021,4.0,33.291695,True,False,True,False,False,58.0
3,75,2021,5.5,17.1,True,True,False,False,False,45.0
12,75,2021,5.4,20.52,True,False,False,False,True,37.0
7,80,2021,4.0,18.81,True,True,False,False,False,37.0
8,90,2021,4.0,31.2375,True,False,True,False,False,45.0
13,75,2021,5.4,18.375,True,False,False,False,True,41.0
5,85,2021,4.5,34.425,True,False,True,False,True,60.0
3,85,2021,4.0,22.275,True,True,False,False,False,54.0
12,70,2023,6.0,18.8,True,False,True,False,True,40.0
19,85,2021,4.0,25.29,True,True,True,False,False,40.0
16,130,2024,4.0,88.333375,True,True,False,False,False,77.0
18,100,2023,6.0,63.60003,True,True,True,False,False,48.0
16,95,2024,4.5,24.7,True,False,True,False,False,48.0
16,65,2022,8.2,16.275015,True,False,False,True,False,37.0
16,125,2022,4.0,23.2,True,False,False,False,True,52.0
15,100,2021,4.0,31.11426,True,False,False,False,True,41.0
15,95,2024,7.0,26.86,True,False,False,True,False,52.0
14,70,2022,4.0,19.125,True,True,True,False,False,38.0
18,105,2022,4.5,38.25,True,False,True,False,False,42.0
18,70,2022,3.6,14.35,True,False,False,True,False,37.0
14,85,2022,4.5,18.45,True,True,True,False,False,59.0
14,85,2022,7.0,18.45,True,False,False,True,True,49.0
14,85,2022,7.0,18.45,True,False,False,True,True,50.0
16,80,2021,5.0,16.17,True,False,False,True,False,38.0
21,85,2021,6.3,26.46,True,False,False,True,False,41.0
13,85,2022,4.0,16.17,True,False,False,False,True,40.0
13,95,2021,6.0,44.1,True,False,False,False,True,47.0
14,100,2021,7.0,44.1,True,False,False,True,False,48.0
13,75,2020,11.0,39.2,True,True,False,False,False,42.0
13,75,2020,11.0,23.296,True,True,False,False,False,46.0
13,75,2020,11.0,23.296,True,True,False,False,False,45.0
14,85,2021,4.0,29.12,True,True,False,False,False,46.0
13,105,2021,9.4,29.749965,True,False,False,True,True,54.0
12,105,2023,7.3,39.0,True,False,False,True,False,70.0
14,85,2023,11.0,24.6,True,True,False,True,False,47.0
14,80,2023,11.0,20.5,True,True,False,True,False,51.0
18,60,2022,4.0,14.3,True,False,False,False,True,38.0
16,75,2022,6.0,16.0875,True,True,False,False,False,41.0
11,110,2022,4.0,38.40003,True,True,False,False,False,60.0
16,110,2021,11.3,51.02223,True,False,True,False,True,50.0
10,60,2022,4.0,37.45,True,False,True,False,False,48.0
16,90,2020,11.0,30.375,True,False,True,False,True,40.0
15,95,2023,6.0,53.000025,True,True,False,False,False,59.0
12,80,2023,11.0,31.800015,True,True,False,True,False,52.0
13,65,2023,4.0,15.2,True,False,False,True,False,37.0
15,115,2022,6.0,15.95,True,False,False,False,True,55.0
13,105,2022,12.3,17.4,True,False,False,False,True,55.0
11,100,2021,6.0,25.06,True,True,False,False,False,54.0
16,110,2021,4.5,28.64,True,False,False,True,False,54.0
10,90,2021,4.0,23.27,True,False,False,True,False,50.0
19,85,2021,6.0,22.490625,True,True,False,False,False,46.0
20,100,2021,4.5,23.99,True,True,True,False,False,40.0
16,110,2021,4.5,23.99,True,False,False,True,False,51.0
16,120,2021,8.0,20.99125,True,False,False,True,True,61.0
15,115,2021,11.0,37.9,True,False,True,False,True,47.0
20,105,2023,8.0,38.22,True,True,False,False,False,54.0
13,65,2023,1.5,9.9495,True,False,True,False,True,33.0
18,110,2023,6.3,15.477,True,True,False,True,False,53.0
14,95,2023,4.0,27.3375,True,True,False,False,False,55.0
23,85,2022,4.0,21.45,True,False,False,True,False,39.0
14,65,2021,1.6,12.220695,True,False,True,False,True,31.0
14,55,2021,4.0,10.86284,True,True,False,True,False,33.0
8,95,2021,10.7,31.40002,True,True,False,False,False,69.0
8,95,2021,10.7,31.40002,True,True,False,False,False,73.0
16,85,2021,9.8,19.36,True,True,False,False,False,49.0
23,90,2020,3.8,17.004,True,False,True,False,False,37.0
20,95,2021,4.0,35.65,True,False,True,False,False,51.0
45,95,2022,5.0,34.821375,True,False,False,True,True,38.0
45,90,2022,7.6,27.8571,True,False,False,False,True,36.0
45,90,2023,5.0,27.8571,True,False,True,False,False,38.0
45,100,2022,4.0,34.300035,True,True,False,False,False,34.0
45,85,2022,5.0,39.1125,True,True,False,False,False,35.0
45,80,2021,4.5,27.86535,True,False,False,True,False,32.0
45,90,2023,4.0,21.6,True,False,False,False,True,33.0
45,105,2023,5.0,88.333375,True,False,True,False,False,41.0
45,85,2023,8.0,67.133365,True,True,False,False,False,35.0
45,90,2023,8.0,60.066695,True,True,False,False,False,39.0
45,80,2023,4.0,60.066695,True,False,False,False,True,32.0
45,120,2023,5.0,76.26671,True,False,False,False,True,64.0
45,90,2023,4.0,64.53337,True,True,False,False,False,39.0
45,105,2022,4.5,41.591705,True,False,False,True,False,43.0
45,100,2022,4.5,41.591705,True,False,True,False,False,41.0
45,70,2022,4.0,27.125025,True,True,False,False,False,30.0
45,90,2022,5.0,35.4,True,False,False,False,True,36.0
45,100,2022,5.0,40.71,True,True,False,False,False,45.0
45,85,2022,4.0,37.17,True,False,False,True,False,36.0
45,95,2022,11.6,24.78,True,False,True,False,False,36.0
45,95,2022,5.0,33.63,True,False,True,False,False,41.0
45,90,2022,5.0,35.4,True,False,False,False,True,35.0
29,80,2022,4.0,54.449955,True,False,True,False,True,31.0
45,95,2021,4.0,28.488125,True,False,False,False,True,31.0
28,85,2021,7.5,56.85,True,False,False,True,True,33.0
9,90,2024,5.5,17.992865,True,False,True,False,True,51.0
19,105,2023,4.0,22.90001,True,False,True,False,True,44.0
25,95,2023,9.8,56.4,True,True,True,False,False,41.0
8,65,2023,4.0,23.5,True,True,False,True,False,32.0
19,100,2023,6.0,21.6,True,False,True,False,True,51.0
15,100,2023,5.5,17.55,True,False,False,True,True,51.0
28,100,2021,9.6,27.0,True,False,True,False,False,41.0
16,85,2022,25.0,22.28568,True,False,True,False,True,57.0
10,85,2022,6.3,18.35625,True,True,False,False,False,52.0
16,90,2022,25.5,30.0375,True,False,True,False,True,57.0
16,85,2022,25.0,26.7,True,False,True,False,True,58.0
19,95,2022,6.0,34.372235,True,False,False,True,False,45.0
8,75,2022,3.5,14.94445,True,False,False,True,True,41.0
19,95,2022,6.0,40.975,True,True,False,False,False,59.0
21,95,2021,9.0,61.4625,True,True,False,True,False,49.0
8,80,2022,4.0,20.4875,True,False,False,True,True,38.0
19,90,2022,6.0,29.505,True,True,False,False,False,56.0
25,95,2021,6.0,22.8,True,True,True,False,False,38.0
18,80,2021,4.5,28.5,True,False,False,False,True,45.0
28,95,2021,6.0,28.5,True,False,False,False,True,34.0
11,90,2021,3.3,25.65,True,False,True,False,False,40.0
9,100,2021,7.7,24.225,True,False,True,False,True,55.0
18,75,2021,4.0,17.1,True,True,False,True,False,36.0
16,95,2022,6.0,21.375,True,False,False,False,True,48.0
19,90,2022,6.0,34.2,True,True,False,False,False,48.0
18,85,2021,7.0,33.6,True,False,False,True,False,49.0
28,90,2021,6.0,28.0,True,False,False,False,True,34.0
26,100,2021,6.0,30.8,True,False,False,False,True,35.0
25,95,2021,11.0,26.6,True,True,True,False,False,32.0
26,80,2021,11.0,26.6,True,False,True,False,False,30.0
28,100,2021,6.0,28.0,True,False,False,True,False,35.0
8,110,2021,4.0,19.6,True,True,True,False,False,49.0
18,80,2021,4.5,28.0,True,True,False,False,False,46.0
21,100,2021,5.0,26.6,True,True,False,True,False,45.0
15,90,2021,4.5,25.2,True,False,True,False,False,45.0
15,100,2021,4.5,25.2,True,False,False,False,True,40.0
6,70,2022,4.0,16.8,True,False,False,False,True,40.0
18,80,2021,4.5,37.1538,True,False,False,True,False,43.0
8,85,2021,4.0,20.43459,True,False,False,True,True,46.0
9,90,2021,4.0,22.29228,True,False,False,True,True,42.0
18,75,2020,4.5,37.1538,True,False,True,False,False,48.0
11,90,2024,4.0,32.76,True,True,False,False,False,64.0
6,85,2024,10.7,15.9,True,False,False,False,True,43.0
18,80,2023,7.2,15.477,True,True,True,False,False,53.0
12,70,2023,4.0,11.055,True,False,True,False,False,53.0
7,100,2022,10.0,30.9825,True,False,False,True,False,66.0
18,60,2022,4.0,21.79375,True,True,True,False,False,35.0
18,80,2022,7.7,19.35,True,True,False,False,False,46.0
18,80,2022,7.8,17.875,True,True,False,False,False,47.0
15,100,2022,4.0,23.083535,True,False,False,True,True,59.0
16,70,2022,3.3,13.57855,True,True,False,False,False,33.0
8,90,2023,11.5,29.07,True,False,True,False,True,62.0
7,100,2023,5.0,24.5,True,True,False,False,False,56.0
7,105,2023,5.2,22.75,True,False,False,True,False,53.0
12,90,2021,4.0,22.75,True,False,False,True,False,48.0
7,85,2023,6.3,26.557115,True,True,False,False,False,64.0
7,100,2022,6.3,22.8,True,True,False,False,False,67.0
11,100,2022,5.4,31.85,True,False,False,True,False,52.0
3,65,2022,6.0,26.95,True,False,True,False,False,41.0
12,60,2022,6.3,26.6,True,True,False,False,False,31.0
10,75,2022,4.0,34.2,True,False,True,False,False,39.0
7,85,2021,7.3,21.541685,True,False,False,True,False,48.0
9,80,2022,4.5,18.81,True,False,False,False,True,45.0
11,90,2021,4.0,23.8875,True,False,False,True,False,47.0
10,85,2020,9.1,23.8875,True,False,True,False,False,40.0
8,110,2021,4.0,22.05,True,False,False,False,True,50.0
7,80,2021,9.1,18.375,True,False,True,False,False,43.0
9,75,2020,4.0,16.2,True,True,False,False,False,34.0
10,75,2020,9.1,20.25,True,False,True,False,False,33.0
9,85,2023,4.0,35.1,True,False,True,False,False,49.0
5,70,2023,6.0,15.6,True,True,False,False,False,35.0
9,90,2023,4.0,31.2,True,False,True,False,False,55.0
13,70,2023,4.0,17.55,True,False,False,True,False,42.0
4,75,2023,6.0,21.05,True,True,False,False,False,43.0
9,90,2023,4.0,19.8,True,False,True,False,False,51.0
5,70,2023,6.0,13.2,True,True,False,False,False,43.0
14,90,2023,8.0,24.75,True,False,False,True,False,50.0
15,125,2023,4.0,31.0,True,False,False,True,False,58.0
14,90,2022,8.0,31.11,True,False,False,True,False,56.0
16,85,2021,6.0,29.28,True,False,False,True,True,53.0
14,105,2021,11.0,18.75,True,True,False,True,False,50.0
14,85,2021,4.5,26.93336,True,False,False,False,True,45.0
14,85,2021,8.0,23.8,True,False,False,False,True,48.0
10,90,2021,4.0,20.825,True,False,False,True,True,39.0
14,90,2021,8.0,23.8,True,False,False,True,False,52.0
14,85,2021,6.0,23.8,True,True,False,False,False,53.0
9,80,2023,6.0,20.166685,True,True,False,False,False,47.0
7,115,2021,5.0,34.3333,True,True,False,False,False,51.0
11,90,2021,4.0,25.749975,True,True,False,False,False,40.0
13,85,2021,4.0,27.75,True,False,False,True,False,36.0
18,95,2021,4.0,11.05,True,False,False,False,True,45.0
45,50,2023,3.5,30.55,True,False,False,False,True,28.0
45,80,2023,6.0,42.3,True,True,False,False,False,40.0
45,95,2023,6.0,35.25,True,False,False,False,True,39.0
12,90,2023,9.0,22.875,True,False,True,False,False,52.0
18,110,2022,7.0,21.6,True,True,False,True,False,58.0
12,95,2023,4.5,24.3,True,False,True,False,True,53.0
13,100,2023,4.5,25.65,True,False,False,True,True,55.0
20,95,2022,4.0,33.42852,True,False,False,False,True,46.0
16,90,2022,6.0,22.28568,True,True,True,False,False,56.0
24,75,2023,4.0,19.49997,True,False,False,False,True,45.0
24,80,2023,4.0,20.892825,True,False,False,True,False,46.0
45,90,2022,4.0,40.05,True,False,True,False,False,42.0
16,70,2022,6.0,16.6875,True,True,False,False,False,40.0
45,95,2022,4.0,38.85557,True,True,True,False,False,42.0
45,85,2022,4.0,35.86668,True,False,False,True,True,40.0
20,90,2022,4.5,41.84446,True,False,True,False,False,50.0
19,90,2022,4.5,37.361125,True,False,True,False,False,56.0
18,95,2021,16.0,25.29,True,False,False,True,True,40.0
18,100,2021,16.0,19.67,True,False,False,True,False,41.0
21,90,2020,5.0,36.4,True,True,False,False,False,43.0
45,90,2021,8.0,29.4,True,False,True,False,True,38.0
45,80,2021,4.0,29.4,True,True,False,False,False,24.0
45,80,2021,5.0,33.6,True,False,True,False,True,37.0
12,105,2021,15.0,18.2,True,False,False,True,True,43.0
8,95,2023,6.3,18.2,True,True,False,False,False,48.0
4,100,2023,7.5,29.766635,True,True,True,False,False,52.0
8,70,2023,11.8,13.975,True,True,False,True,False,37.0
4,95,2022,6.3,12.6,True,False,False,True,True,53.0
4,100,2022,4.0,22.86973,True,True,True,False,False,52.0
4,95,2022,4.0,22.86973,True,False,False,False,True,52.0
7,95,2022,6.4,20.9,True,False,False,True,False,50.0
9,80,2022,6.0,17.1,True,True,False,False,False,40.0
8,105,2022,10.0,21.016645,True,False,False,True,False,49.0
10,105,2021,3.5,20.15,True,False,False,True,False,50.0
9,110,2021,3.7,30.716635,True,False,False,True,False,48.0
5,80,2021,4.0,26.1,True,False,False,False,True,42.0
8,70,2020,4.0,14.5,True,True,False,True,False,29.0
19,120,2021,20.0,22.316645,True,True,False,True,False,48.0
20,115,2021,18.6,27.46664,True,True,False,False,False,54.0
19,100,2021,18.6,34.3333,True,True,False,False,False,49.0
15,95,2024,5.8,18.0,True,True,False,True,False,47.0
14,70,2023,4.0,19.5,True,False,True,False,True,38.0
12,70,2023,7.2,21.5875,True,False,True,False,True,44.0
13,75,2023,4.0,21.999975,True,True,True,False,False,45.0
16,95,2021,4.0,24.0,True,False,True,False,False,42.0
15,85,2020,5.8,28.6875,True,False,True,False,True,49.0
12,90,2021,5.8,36.0,True,True,False,True,False,50.0
12,95,2021,7.3,26.0,True,True,False,True,False,52.0
12,100,2021,4.5,28.0,True,True,False,True,False,45.0
13,90,2021,4.5,30.0,True,True,True,False,False,47.0
15,80,2021,5.8,22.0,True,False,False,False,True,39.0
12,95,2021,7.2,18.85,True,True,False,True,False,52.0
16,85,2020,5.8,23.2,True,False,True,False,False,51.0
12,100,2021,7.2,20.3,True,True,False,True,False,49.0
15,90,2023,4.0,26.86,True,True,True,False,False,54.0
18,70,2022,19.0,14.625,True,True,False,False,False,36.0
13,90,2021,3.7,33.39432,True,True,True,False,False,43.0
18,70,2021,4.0,20.87145,True,False,True,False,True,37.0
10,95,2023,4.0,13.3,True,False,True,False,False,57.0
14,100,2023,4.5,20.88331,True,False,True,False,True,52.0
14,105,2023,4.5,34.8,True,False,False,True,True,50.0
19,75,2023,13.8,19.66665,True,True,True,False,False,43.0
13,75,2022,6.6,24.22725,True,True,False,False,False,41.0
15,85,2021,5.8,26.1816,True,False,True,False,False,50.0
16,100,2023,4.0,24.6,True,False,False,True,False,52.0
16,85,2023,6.0,20.5,True,False,False,False,True,55.0
13,95,2023,11.2,22.5,True,False,False,False,True,57.0
13,95,2024,11.0,32.8,True,False,False,False,True,60.0
16,100,2023,4.0,33.6,True,False,True,False,False,55.0
16,85,2023,8.0,17.875,True,False,False,False,True,48.0
12,95,2021,10.9,64.2,True,False,False,False,True,52.0
16,100,2023,11.0,39.666695,True,True,False,True,False,57.0
10,90,2022,6.0,27.2,True,False,False,True,True,49.0
15,95,2022,11.0,19.8,True,True,False,True,False,48.0
6,105,2023,4.0,16.0,True,True,False,True,False,57.0
14,50,2023,4.0,11.025,True,True,False,False,False,30.0
9,90,2023,6.0,22.05,True,True,False,False,False,53.0
8,95,2022,7.0,16.64,True,False,False,True,False,53.0
10,70,2023,6.0,11.52,True,False,False,True,True,37.0
6,70,2023,4.0,14.08,True,True,True,False,False,36.0
14,100,2023,4.0,36.4,True,False,False,True,False,48.0
15,95,2023,4.0,33.6,True,True,False,False,False,54.0
8,75,2023,6.0,25.2,True,True,False,False,False,42.0
6,70,2022,5.5,15.06668,True,True,True,False,False,36.0
14,75,2022,4.0,30.13336,True,False,False,False,True,35.0
11,85,2022,4.0,35.783365,True,False,False,True,True,44.0
5,105,2022,6.0,30.13336,True,False,False,True,True,83.0
11,65,2022,4.0,13.5,True,False,False,False,True,38.0
13,110,2022,4.5,18.9,True,False,False,False,True,42.0
15,90,2022,11.0,14.85,True,True,False,True,False,44.0
14,90,2022,4.0,22.316645,True,False,False,False,True,45.0
11,85,2022,4.0,22.316645,True,False,False,False,True,42.0
11,90,2022,4.5,27.46664,True,True,False,True,False,53.0
5,100,2021,3.5,34.833365,True,True,False,False,False,55.0
8,80,2022,4.0,20.166685,True,False,False,True,False,44.0
1,100,2021,4.0,24.03331,True,True,False,False,False,48.0
14,105,2021,2.7,34.3333,True,False,False,False,True,46.0
13,110,2021,4.0,34.3333,True,False,False,False,True,49.0
10,100,2021,4.0,29.6,True,True,True,False,False,45.0
5,90,2021,4.0,33.3,True,False,True,False,False,43.0
5,60,2021,4.6,12.95,True,True,False,False,False,31.0
6,105,2021,3.6,38.85,True,True,False,False,False,54.0
10,80,2021,4.4,18.5,True,False,False,False,True,40.0
11,85,2021,4.0,29.6,True,False,False,True,False,42.0
5,90,2021,3.0,28.183365,True,False,True,False,True,45.0
15,95,2021,10.0,17.80002,True,True,False,False,False,39.0
10,95,2021,4.2,25.216695,True,True,True,False,False,46.0
5,50,2021,4.0,10.383345,True,False,False,True,True,27.0
18,85,2020,4.0,14.45,True,False,False,False,True,42.0
11,90,2020,4.0,11.9,True,True,False,True,False,44.0
10,100,2021,4.0,18.7,True,True,True,False,False,45.0
8,80,2021,6.0,11.9,True,False,True,False,True,46.0
8,80,2021,4.5,11.9,True,True,True,False,False,41.0
9,80,2021,4.5,12.75,True,False,False,False,True,43.0
14,95,2021,8.0,22.250025,True,True,False,False,False,46.0
14,85,2021,4.5,20.76669,True,False,True,False,False,44.0
45,100,2023,4.0,34.350015,True,False,True,False,False,35.0
45,80,2023,4.0,31.078585,True,False,False,True,False,40.0
45,85,2021,8.0,35.25,True,True,False,False,False,42.0
45,90,2023,4.0,37.6,True,False,True,False,False,37.0
24,100,2023,6.0,37.6,True,False,False,False,True,46.0
45,95,2023,4.5,65.8,True,False,False,True,True,41.0
45,90,2023,8.2,16.0125,True,False,False,True,True,39.0
45,85,2023,8.0,14.86875,True,False,True,False,False,44.0
45,85,2023,8.0,13.5,True,False,False,False,True,38.0
45,80,2023,4.0,18.9,True,True,True,False,False,40.0
28,120,2023,8.0,30.64281,True,False,True,False,False,48.0
45,80,2022,8.0,36.7125,True,False,False,True,False,38.0
45,85,2022,7.0,25.405565,True,True,False,False,False,36.0
45,80,2022,8.0,26.90001,True,False,False,True,False,38.0
29,105,2022,7.0,27.766695,True,True,False,False,False,43.0
28,95,2022,8.0,22.86669,True,True,False,False,False,38.0
26,90,2022,4.5,27.766695,True,True,False,False,False,42.0
45,95,2022,9.6,33.525,True,False,False,True,False,37.0
45,95,2022,5.0,35.3875,True,True,False,False,False,32.0
45,115,2021,7.0,23.885,True,False,False,True,False,52.0
45,80,2021,4.5,21.075,True,False,False,False,True,35.0
45,85,2021,4.5,21.375,True,True,False,False,False,37.0
45,80,2021,4.5,21.375,True,False,False,True,False,36.0
45,85,2021,7.0,26.6,True,False,False,False,True,28.0
45,80,2021,4.5,21.0,True,False,False,True,False,34.0
23,85,2020,4.5,29.72304,True,False,True,False,False,43.0
45,80,2020,4.5,26.00766,True,False,True,False,False,35.0
45,80,2020,4.5,26.00766,True,False,False,True,False,33.0
45,95,2021,4.0,37.1538,True,False,True,False,False,33.0
45,85,2022,10.2,30.4,True,False,True,False,True,38.0
24,80,2023,4.5,19.44375,True,False,False,True,False,39.0
20,95,2023,8.0,19.44375,True,False,False,False,True,42.0
19,80,2023,4.2,27.0,True,False,False,True,False,43.0
21,80,2023,4.5,27.0,True,False,False,True,False,41.0
15,85,2023,5.9,25.405565,True,True,False,False,False,55.0
25,90,2021,6.0,29.505,True,True,True,False,False,44.0
18,105,2021,4.0,26.00766,True,True,False,False,False,41.0
18,105,2021,4.0,26.00766,True,True,False,False,False,41.0
18,100,2021,8.0,26.00766,True,False,False,True,False,42.0
25,90,2021,4.5,35.29611,True,False,False,False,True,38.0
23,75,2021,4.0,35.29611,True,True,False,False,False,30.0
9,85,2021,6.0,16.83335,True,True,True,False,False,45.0
14,90,2021,6.0,14.85,True,False,True,False,True,46.0
8,60,2023,5.6,9.8,True,False,False,True,False,35.0
6,65,2023,4.0,25.55,True,False,False,False,True,31.0
9,90,2023,4.0,26.395135,True,False,True,False,False,62.0
13,85,2022,3.7,30.4,True,True,False,True,False,47.0
13,95,2022,7.7,33.949965,True,True,False,True,False,56.0
13,95,2021,8.0,23.25,True,False,True,False,True,43.0
10,95,2021,5.4,18.6,True,False,True,False,False,47.0
3,95,2021,3.7,19.39998,True,True,False,False,False,44.0
9,120,2023,6.0,24.0,True,False,False,False,True,60.0
16,85,2022,4.5,29.286,True,True,True,False,False,51.0
16,85,2022,5.9,29.286,True,True,False,True,False,50.0
16,85,2022,5.8,23.5875,True,True,False,True,False,59.0
13,60,2022,3.4,20.65,True,True,False,False,False,36.0
11,90,2021,8.1,18.983305,True,True,False,True,False,59.0
14,95,2022,4.0,18.983305,True,False,False,True,True,60.0
8,60,2021,4.0,20.1,True,False,True,False,True,34.0
8,105,2021,3.6,44.22,True,False,False,False,True,44.0
10,95,2021,4.5,35.42,True,False,False,True,False,56.0
10,100,2021,4.0,23.1,True,False,False,True,False,56.0
9,100,2021,7.0,21.56,True,False,False,False,True,59.0
9,110,2021,6.0,42.075,True,False,True,False,False,69.0
12,110,2021,4.0,25.5,True,False,False,True,False,45.0
11,95,2021,4.5,25.5,True,False,True,False,False,66.0
11,90,2021,4.5,28.05,True,False,False,True,False,56.0
11,95,2021,4.5,25.5,True,False,True,False,False,65.0
14,100,2021,6.0,30.55,True,True,False,True,False,57.0
12,60,2022,4.0,27.624975,True,True,True,False,False,46.0
10,95,2023,4.0,27.2,True,True,True,False,False,55.0
14,85,2023,4.0,17.757135,True,False,True,False,False,50.0
14,110,2021,6.5,26.13,True,False,False,False,True,50.0
11,90,2021,3.3,36.18,True,False,False,True,True,53.0
13,100,2021,6.1,17.85,True,False,True,False,True,50.0
18,100,2020,3.3,34.68,True,False,False,True,True,50.0
14,105,2023,4.0,42.1,True,False,True,False,True,52.0
13,95,2023,6.0,57.8875,True,False,False,True,True,53.0
14,105,2024,4.2,60.51875,True,False,False,True,True,58.0
14,110,2023,4.5,52.625,True,True,False,True,False,55.0
13,90,2023,6.0,38.85,True,False,False,True,True,55.0
13,95,2023,4.3,44.4,True,True,True,False,False,55.0
13,100,2023,4.2,44.4,True,True,True,False,False,54.0
15,90,2023,4.4,21.15,True,False,False,True,True,55.0
14,95,2023,6.0,33.4875,True,True,False,True,False,52.0
11,115,2023,6.0,27.075,True,True,False,True,False,81.0
15,55,2022,4.0,19.200015,True,True,False,False,False,29.0
10,100,2022,4.0,36.4,True,False,True,False,True,62.0
15,70,2022,4.2,11.2,True,False,True,False,True,35.0
12,105,2022,4.0,28.0,True,False,False,True,True,63.0
14,95,2022,4.0,23.8,True,False,False,True,True,48.0
16,105,2021,4.5,17.575,True,False,True,False,True,53.0
15,75,2022,4.0,38.99997,True,True,True,False,False,46.0
14,100,2021,4.9,43.3333,True,True,True,False,False,64.0
16,105,2021,4.5,43.3333,True,False,False,True,True,51.0
15,100,2021,4.5,41.166635,True,True,False,True,False,51.0
9,115,2021,4.0,47.66663,True,False,False,True,True,58.0
15,100,2021,6.0,46.55,False,True,True,False,False,70.0
15,95,2021,27.0,44.1,True,False,False,True,True,56.0
16,70,2021,4.0,26.95,True,True,True,False,False,37.0
26,85,2022,6.5,32.54,True,False,True,False,False,46.0
45,105,2020,8.5,36.0,True,True,False,False,False,47.0
45,90,2023,6.5,18.7935,True,False,False,True,False,48.0
28,95,2023,6.5,19.899,True,False,False,True,True,51.0
29,105,2023,9.6,25.515,True,False,True,False,False,54.0
45,75,2022,6.5,23.775,True,False,False,True,False,45.0
25,115,2022,4.0,35.955,True,False,False,True,True,51.0
26,100,2022,6.5,29.61,True,False,False,True,False,50.0
45,65,2021,4.0,13.31,True,False,False,False,True,33.0
25,95,2021,12.0,18.15,True,True,True,False,False,44.0
26,105,2021,5.5,18.312,True,False,False,False,True,44.0
25,100,2021,11.3,19.62,True,False,True,False,False,45.0
45,90,2021,4.0,23.544,True,False,False,True,False,42.0
20,60,2023,6.0,25.52,True,False,False,True,True,34.0
24,80,2022,4.5,26.8,True,False,True,False,False,45.0
24,85,2021,8.2,20.67548,True,False,True,False,False,40.0
23,105,2021,8.2,25.10594,True,False,True,False,False,54.0
18,100,2022,8.6,27.9,True,False,True,False,True,48.0
18,100,2022,8.5,38.525,True,False,True,False,True,56.0
19,65,2021,38.0,26.649975,True,True,True,False,False,39.0
21,95,2024,8.1,68.25,True,False,False,True,False,49.0
20,100,2021,4.5,26.16,True,False,True,False,False,47.0
20,95,2021,4.5,24.852,True,False,True,False,False,51.0
11,110,2023,4.5,25.6,True,False,False,False,True,62.0
12,80,2023,9.0,63.349965,True,False,False,True,True,55.0
9,105,2023,8.0,27.125,True,False,False,False,True,55.0
11,90,2023,6.0,32.000025,True,True,False,False,False,54.0
6,70,2023,8.0,19.200015,True,False,False,True,False,47.0
10,100,2022,4.5,24.75,True,False,False,False,True,57.0
14,90,2022,5.0,46.4,True,False,True,False,True,44.0
12,95,2022,4.0,44.08,True,False,False,True,False,52.0
11,95,2021,4.0,34.8,True,True,False,False,False,46.0
14,95,2022,5.0,19.95,True,False,True,False,True,52.0
14,100,2021,9.0,23.8,True,False,True,False,False,49.0
8,105,2021,8.0,40.5,True,False,True,False,False,56.0
10,105,2021,4.5,44.65,False,False,False,True,False,76.0
5,105,2023,5.0,22.63331,True,False,False,True,True,52.0
8,85,2023,6.0,19.39998,True,False,True,False,False,52.0
6,100,2022,4.0,43.92,True,True,False,False,False,53.0
3,70,2022,25.0,31.9,True,True,False,False,False,38.0
6,70,2022,5.5,13.5,True,False,False,True,False,41.0
3,105,2021,4.0,44.0,True,True,False,False,False,47.0
3,90,2021,7.8,66.0,True,False,False,False,True,45.0
3,85,2021,4.0,17.4,True,True,False,False,False,40.0
10,100,2023,8.4,40.5161,True,False,True,False,False,54.0
5,100,2023,7.6,30.387075,True,False,False,False,True,59.0
7,85,2023,8.7,31.4,True,False,True,False,False,51.0
3,105,2023,11.0,21.999975,True,True,True,False,False,63.0
5,80,2023,8.0,35.750025,True,False,False,True,False,49.0
7,90,2023,8.7,38.13336,True,False,True,False,False,52.0
9,80,2022,4.0,39.75,True,False,False,True,False,40.0
8,105,2022,6.0,55.65,True,False,False,False,True,63.0
8,105,2022,6.0,55.65,True,False,False,False,True,63.0
7,95,2022,8.0,47.7,True,False,False,True,False,58.0
11,75,2023,8.0,20.16665,True,False,True,False,False,48.0
8,65,2022,4.0,16.4,True,True,False,False,False,32.0
3,95,2022,4.0,28.7,True,False,False,False,True,56.0
6,95,2022,6.0,36.9,True,True,False,False,False,53.0
7,95,2022,4.0,34.85,True,False,False,True,False,60.0
7,110,2022,7.8,32.8,True,False,True,False,False,54.0
3,90,2022,3.6,38.95,True,False,False,False,True,60.0
3,115,2022,6.0,6.3,True,False,True,False,False,62.0
9,100,2022,6.0,5.04,True,False,False,False,True,52.0
7,105,2022,6.0,4.41,True,True,False,False,False,58.0
8,85,2022,4.0,5.355,True,False,False,False,True,43.0
