"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地)","不動産取引価格情報","商業地","13108","東京都","江東区","北砂","南砂町",16,38000000,1300000,100,380000,"ほぼ整形",10.3,"住宅","西","都道",22,"準工業",60,400,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","北砂","南砂町",17,33000000,1000000,105,310000,"ほぼ長方形",6.1,"その他","東","区道",4.2,"準工業",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","北砂","南砂町",19,12000000,600000,65,180000,"袋地等","","住宅","西","私道",3.9,"準工業",60,300,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","北砂","南砂町",18,40000000,1600000,85,480000,"長方形",6.5,"その他","南","道路",5.4,"準工業",60,300,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","北砂","南砂町",18,58000000,1700000,110,520000,"ほぼ長方形",10.8,"住宅","南","道路",5.4,"準工業",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","北砂","南砂町",19,30000000,1700000,55,530000,"ほぼ長方形",8.8,"住宅","西","村道",3.9,"準工業",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","北砂","南砂町",14,43000000,1800000,80,550000,"ほぼ長方形",3.9,"住宅","北","区道",4,"準工業",60,300,"2021年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","木場","木場",6,310000000,4100000,250,1300000,"ほぼ長方形",12,"住宅","南","区道",11,"準工業",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","清澄","清澄白河",5,45000000,3000000,50,910000,"ほぼ長方形",6,"倉庫","南","区道",8,"準工業",60,300,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","佐賀","清澄白河",13,13000000,270000,150,82000,"不整形",6.4,"","北西","区道",15,"準工業",60,300,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","潮見","潮見",4,43000000,2800000,50,860000,"長方形",5.2,"住宅","南東","区道",7,"準工業",60,300,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","白河","菊川(東京)",9,140000000,3600000,125,1100000,"長方形",10.2,"住宅","北","区道",8,"準工業",60,300,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","白河","清澄白河",4,68000000,3800000,60,1100000,"長方形",5.5,"住宅","東","区道",5,"準工業",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","白河","清澄白河",2,260000000,5200000,160,1600000,"ほぼ正方形",13.2,"","北","都道",22,"準工業",60,400,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13108","東京都","江東区","新大橋","森下(東京)",3,120000000,6000000,65,1800000,"ほぼ長方形",7,"住宅","北","区道",6,"近隣商業",80,400,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","新大橋","森下(東京)",2,40000000,3700000,35,1100000,"長方形",4.1,"","北","区道",6,"準工業",60,400,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","新大橋","森下(東京)",4,79000000,3100000,85,940000,"ほぼ台形",6.4,"その他","東","区道",8,"準工業",60,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","工業地","13108","東京都","江東区","新木場","新木場",3,37000000,1200000,100,380000,"ほぼ長方形",20.6,"","北","私道",10.1,"準工業",60,200,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","工業地","13108","東京都","江東区","新木場","新木場",3,11000000,1200000,30,380000,"ほぼ長方形",20.4,"","南","区道",20,"準工業",60,200,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","工業地","13108","東京都","江東区","新木場","新木場",3,140000000,1200000,370,380000,"ほぼ長方形",18.8,"","西","区道",10.1,"工業",60,200,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","工業地","13108","東京都","江東区","新木場","新木場",2,170000000,2800000,200,850000,"長方形",7,"事務所","東","私道",10,"準工業",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","工業地","13108","東京都","江東区","新木場","新木場",16,930000000,1900000,1600,580000,"長方形",19,"その他","西","区道",20,"準工業",60,200,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","住吉","住吉(東京)",3,210000000,4200000,165,1300000,"ほぼ長方形",8.1,"店舗","北","区道",8,"準工業",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","住吉","住吉(東京)",3,47000000,2800000,55,850000,"長方形",4.6,"住宅","西","私道",4,"準工業",60,300,"2021年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","住吉","住吉(東京)",6,50000000,3100000,55,920000,"長方形",5,"住宅","東","区道",15,"準工業",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千石","住吉(東京)",12,67000000,2500000,90,760000,"長方形",5.5,"その他","北","区道",8.1,"準工業",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千石","住吉(東京)",13,75000000,3600000,70,1100000,"長方形",7,"事務所","南","区道",5.8,"準工業",60,300,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千石","東陽町",12,70000000,2500000,90,770000,"長方形","","住宅","東","区道",3.5,"準工業",60,300,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",10,22000000,740000,100,220000,"ほぼ長方形",5.2,"その他","西","区道",6.2,"近隣商業",80,300,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",8,21000000,630000,110,190000,"ほぼ長方形",12.8,"住宅","西","区道",6.1,"商業",80,500,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",11,9000000,530000,55,160000,"不整形",5.3,"その他","接面道路無","","","準工業",60,300,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",11,46000000,3100000,50,930000,"長方形",4.9,"その他","東","区道",11,"準工業",60,300,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",11,40000000,2700000,50,810000,"長方形",4.3,"その他","西","区道",11,"準工業",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",11,100000000,3500000,95,1100000,"ほぼ長方形",7.1,"住宅","西","区道",6,"準工業",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",11,99000000,3400000,95,1000000,"長方形",7.1,"その他","西","区道",6,"準工業",60,300,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",8,150000000,1800000,270,550000,"ほぼ長方形",18,"住宅","南","区道",3,"準工業",60,300,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","千田","住吉(東京)",8,40000000,4000000,30,1200000,"長方形",5,"住宅","東","区道",11,"準工業",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","東陽","木場",5,50000000,3300000,50,1000000,"ほぼ長方形",4.5,"住宅","北","区道",5.6,"１種住居",60,300,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","東陽","木場",6,61000000,3000000,65,910000,"長方形",5,"住宅","東","区道",5,"１種住居",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","東陽","木場",3,100000000,4000000,85,1200000,"長方形",10.6,"住宅","東","区道",8,"準工業",60,300,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13108","東京都","江東区","東陽","木場",5,230000000,2000000,370,610000,"不整形",10.7,"住宅","東","区道",15,"近隣商業",80,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13108","東京都","江東区","東陽","木場",4,150000000,3100000,160,930000,"不整形",10,"その他","東","区道",15,"近隣商業",80,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13108","東京都","江東区","東陽","木場",4,220000000,4600000,160,1400000,"不整形",9.8,"住宅","東","区道",15,"近隣商業",80,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","東陽","木場",7,430000000,6300000,220,1900000,"長方形",12.3,"住宅","北","区道",10.9,"商業",80,400,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","東陽","木場",8,47000000,2400000,65,710000,"不整形",2.7,"住宅","南","私道",3.3,"１種住居",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","東陽","東陽町",10,110000000,3700000,95,1100000,"長方形",5.3,"その他","北","区道",11,"１種住居",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13108","東京都","江東区","東陽","東陽町",6,55000000,3300000,55,1000000,"ほぼ整形",4.5,"住宅","南","私道",4.2,"準工業",60,300,"2022年第4四半期",""
