"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",14,80000000,1100000,240,330000,"ほぼ長方形",22,"住宅","南西","道路",4.5,"１低住専",50,100,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",15,41000000,1100000,120,340000,"ほぼ台形",13.2,"住宅","南東","私道",5,"１低住専",50,100,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",25,22000000,530000,135,160000,"ほぼ台形",15.5,"","北西","市道",4,"１低住専",50,100,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",24,120000000,400000,960,120000,"不整形",14.3,"その他","東","市道",8.3,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",13,60000000,850000,230,260000,"ほぼ台形",21.1,"","南","市道",6,"１低住専",50,100,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",16,18000000,530000,110,160000,"長方形",7.7,"住宅","南東","市道",5,"","","","2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",12,41000000,1100000,125,330000,"ほぼ長方形",9.7,"住宅","北","市道",5,"１低住専",50,100,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",15,42000000,1200000,120,350000,"長方形",7.9,"住宅","東","私道",4,"１低住専",50,100,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",25,26000000,660000,80,200000,"ほぼ台形",5.1,"その他","北西","市道",7,"２中住専",60,200,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",20,860000000,590000,"2,000㎡以上",180000,"ほぼ整形","50.0m以上","住宅","北","市道",7,"１低住専",50,100,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",15,38000000,1000000,120,310000,"ほぼ長方形",10.2,"住宅","南西","道路",5,"１低住専",50,100,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",12,43000000,1100000,125,340000,"ほぼ長方形",8.7,"住宅","南","市道",7,"１低住専",50,100,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",14,180000000,810000,720,250000,"ほぼ台形",33,"","南東","市道",4.3,"１低住専",50,100,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",15,270000000,590000,1500,180000,"ほぼ整形","50.0m以上","","西","市道",5,"１低住専",50,100,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",15,13000000,420000,105,130000,"ほぼ長方形",8.6,"","北西","市道",4.6,"１低住専",50,100,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",21,240000000,390000,"2,000㎡以上",120000,"不整形","50.0m以上","","南東","市道",8,"１中住専",50,100,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",18,26000000,840000,105,250000,"ほぼ正方形",10.8,"住宅","南西","私道",4,"１低住専",50,100,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",14,36000000,900000,130,270000,"台形",15,"住宅","南東","都道",10.9,"２中住専",60,200,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬","30分～60分",22000000,580000,125,180000,"ほぼ長方形",4.8,"","北東","市道",5,"準工業",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",25,27000000,400000,220,120000,"ほぼ長方形",15,"住宅","南","市道",6,"１低住専",50,100,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",16,25000000,670000,120,200000,"ほぼ長方形",12.9,"","南西","市道",4,"１低住専",50,100,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",21,35000000,430000,270,130000,"ほぼ台形",14.3,"住宅","北西","市道",10,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",18,16000000,540000,95,160000,"ほぼ整形",7.6,"","南","市道",4,"２中住専",60,200,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",25,23000000,660000,80,200000,"ほぼ台形",5.1,"その他","北","市道",7,"２中住専",60,200,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",20,36000000,730000,165,220000,"ほぼ長方形",17.3,"","北東","市道",11,"２中住専",60,200,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",21,150000000,320000,1600,97000,"不整形",16.1,"","南東","市道",7,"１低住専",50,100,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",20,5000000,400000,40,120000,"不整形",5.1,"事務所","北東","市道",6.8,"１低住専",50,100,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",13,25000000,600000,135,180000,"ほぼ長方形",10.1,"住宅","西","私道",4,"１低住専",50,100,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",20,24000000,680000,115,210000,"ほぼ長方形",7.7,"住宅","南","市道",6,"１低住専",50,100,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","中里","清瀬",19,46000000,490000,300,150000,"袋地等","","住宅","西","私道",4.5,"１低住専",50,100,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","野塩","秋津",6,5000000,53000,310,16000,"不整形",20.7,"","西","市道",2,"１低住専",50,100,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","野塩","秋津",6,45000000,1200000,125,360000,"長方形",5,"住宅","南","私道",5,"１低住専",50,100,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","野塩","秋津",15,27000000,770000,115,230000,"ほぼ長方形",7.9,"住宅","東","市道",5,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","野塩","秋津",13,28000000,570000,160,170000,"ほぼ長方形",9.5,"住宅","北","市道",5.2,"１低住専",50,100,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","野塩","秋津",6,11000000,240000,150,74000,"ほぼ長方形",10.7,"住宅","北","私道",4,"１低住専",50,100,"2021年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","野塩","秋津",11,31000000,750000,135,230000,"長方形",7.6,"","南","市道",8.5,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","野塩","秋津",6,33000000,660000,165,200000,"ほぼ台形",13.5,"住宅","東","私道",4,"１低住専",50,100,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","松山","清瀬",9,38000000,940000,135,280000,"ほぼ長方形",9,"住宅","北","市道",4,"１低住専",50,100,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","松山","清瀬",14,46000000,770000,200,230000,"長方形",9.1,"その他","北西","都道",7.5,"２中住専",60,200,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","松山","清瀬",9,110000000,1200000,280,370000,"ほぼ長方形",11.5,"店舗","南東","都道",18,"２種住居",60,200,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","松山","清瀬",9,81000000,940000,280,290000,"ほぼ長方形",11.5,"その他","南東","都道",18,"２種住居",60,200,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","松山","清瀬",6,57000000,1000000,185,310000,"ほぼ長方形",12,"住宅","南東","市道",4.5,"１低住専",50,100,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","松山","清瀬",6,17000000,900000,65,270000,"長方形",6,"","南西","市道",4,"近隣商業",80,300,"2021年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13221","東京都","清瀬市","松山","清瀬",6,18000000,720000,85,220000,"ほぼ長方形",5.2,"住宅","北西","私道",5.4,"近隣商業",80,300,"2021年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","元町","清瀬",12,110000000,800000,440,240000,"不整形",21.3,"住宅","南西","都道",11.5,"２中住専",60,200,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","元町","清瀬",11,42000000,1100000,125,340000,"ほぼ長方形",8.9,"住宅","北","都道",12,"２中住専",60,200,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","元町","清瀬",6,43000000,1700000,85,500000,"ほぼ長方形",6.4,"住宅","北東","私道",4,"１中住専",60,200,"2022年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","元町","清瀬",9,52000000,930000,185,280000,"ほぼ長方形",13,"","南東","市道",6.5,"１低住専",50,100,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","元町","清瀬",7,55000000,910000,200,280000,"ほぼ長方形",13.5,"","北東","市道",4.5,"１低住専",50,100,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","元町","清瀬",9,23000000,1000000,75,310000,"長方形",6.5,"住宅","北東","市道",4,"１低住専",50,100,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13221","東京都","清瀬市","元町","清瀬",3,63000000,1900000,110,570000,"ほぼ台形",5.1,"その他","北","市道",7.5,"商業",80,400,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","元町","清瀬",8,30000000,200000,490,60000,"不整形","","住宅","南東","私道",4,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13221","東京都","清瀬市","元町","清瀬",9,40000000,770000,170,230000,"長方形",10.9,"住宅","南東","市道",4,"１低住専",50,100,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","上の原","東久留米",25,25000000,570000,145,170000,"袋地等",3,"住宅","北","市道",5,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",11,48000000,910000,170,280000,"袋地等",3,"住宅","北西","市道",6.5,"１低住専",40,80,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",12,60000000,1600000,125,480000,"ほぼ整形",10.4,"住宅","南東","市道",5.2,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",13,62000000,1500000,135,460000,"ほぼ台形",9.5,"住宅","南東","市道",5.4,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",12,200000000,1300000,500,410000,"ほぼ長方形",27,"","北西","市道",5.4,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",10,46000000,1300000,110,410000,"不整形",4.8,"住宅","南西","私道",5,"１低住専",40,80,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",12,40000000,4200000,30,1300000,"ほぼ整形",1.5,"住宅","南東","市道",5.5,"１低住専",40,80,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",12,32000000,250000,420,77000,"袋地等","","住宅","南東","市道",5.5,"１低住専",40,80,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",11,150000000,1100000,460,330000,"長方形",12.6,"住宅","北西","市道",6.5,"１低住専",40,80,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",9,43000000,1200000,120,360000,"長方形",7.6,"住宅","北西","市道",5.4,"１低住専",40,80,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",14,25000000,920000,90,280000,"ほぼ整形",10,"住宅","北東","市道",5,"１中住専",60,200,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","学園町","ひばりケ丘(東京)",9,78000000,1000000,260,300000,"長方形","","住宅","北西","市道",5.4,"１低住専",40,80,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","金山町","東久留米",14,56000000,800000,230,240000,"ほぼ整形",17.4,"その他","南","都道",8,"２中住専",60,200,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","金山町","東久留米",12,22000000,670000,105,200000,"不整形","","その他","接面道路無","","","１低住専",40,80,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","金山町","東久留米",20,34000000,1000000,110,310000,"ほぼ長方形",6.9,"住宅","南西","道路",5,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","金山町","東久留米",19,21000000,690000,100,210000,"ほぼ長方形","","","北東","私道",4.5,"１低住専",40,80,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","金山町","東久留米",15,34000000,840000,135,250000,"台形",11.4,"","北","市道",3.9,"１低住専",40,80,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","清瀬",14,29000000,840000,115,260000,"ほぼ長方形",11.5,"住宅","南","私道",4,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","清瀬",14,340000000,1100000,1000,330000,"ほぼ長方形",37.5,"住宅","西","市道",6,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","清瀬",12,76000000,630000,390,190000,"ほぼ長方形",28.5,"住宅","東","市道",6,"１低住専",40,80,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","清瀬",13,20000000,710000,90,210000,"長方形",7.7,"住宅","南","私道",4.2,"１低住専",40,80,"2021年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",16,11000000,620000,60,190000,"台形",8.3,"住宅","南東","市道",6,"１低住専",40,80,"2023年第3四半期","隣地の購入"
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",15,18000000,790000,75,240000,"ほぼ台形",11,"その他","南","市道",6,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",15,10000000,770000,45,230000,"不整形",8.7,"その他","接面道路無","","","１低住専",40,80,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",15,26000000,780000,110,240000,"不整形","","その他","東","道路",4,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",16,27000000,780000,115,240000,"長方形",12,"その他","西","道路",4.5,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",14,26000000,780000,110,240000,"長方形",9.6,"その他","東","市道",6,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",16,25000000,780000,105,240000,"ほぼ整形",9.6,"その他","南","市道",6,"１低住専",40,80,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",13,18000000,840000,70,250000,"長方形",10.2,"その他","東","市道",4.6,"１低住専",40,80,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",10,110000000,850000,430,260000,"不整形",15.5,"","北","市道",6.9,"１低住専",40,80,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",15,26000000,780000,110,240000,"ほぼ長方形",8.3,"その他","東","市道",6,"１低住専",40,80,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",11,7500000,800000,30,240000,"不整形",10.9,"その他","東","私道",4,"１低住専",40,80,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","小山","東久留米",15,26000000,770000,110,230000,"ほぼ長方形",9.4,"その他","南","道路",6,"１低住専",40,80,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","清瀬",23,40000000,820000,160,250000,"ほぼ正方形",13,"住宅","南西","市道",5,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","清瀬",18,24000000,770000,105,230000,"ほぼ正方形",10,"その他","南","私道",5,"１種住居",60,200,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","清瀬",24,100000000,710000,460,220000,"ほぼ整形",24.7,"その他","西","都道",8,"２中住専",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","清瀬",18,90000000,770000,380,230000,"不整形",5,"","西","市道",5.4,"１低住専",40,80,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","清瀬",18,23000000,760000,100,230000,"不整形",9.8,"その他","北","市道",5.5,"１低住専",40,80,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",18,29000000,770000,125,230000,"ほぼ整形",6.7,"その他","北","市道",4.5,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",18,43000000,760000,190,230000,"不整形",13.9,"その他","北","市道",4.5,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",16,61000000,300000,680,90000,"不整形","","住宅","南","市道",4,"１低住専",40,80,"2023年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",15,15000000,670000,75,200000,"袋地等",2.5,"その他","北東","市道",4.5,"１低住専",40,80,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",14,37000000,760000,160,230000,"台形",12,"住宅","北東","市道",4.6,"１低住専",40,80,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",18,60000000,720000,280,220000,"ほぼ整形","","その他","南","私道",4,"１低住専",40,80,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",16,18000000,740000,80,220000,"ほぼ整形",7.6,"その他","東","道路",5.2,"１低住専",40,80,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",18,17000000,720000,80,220000,"不整形","","その他","接面道路無","","","１低住専",40,80,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",19,19000000,730000,85,220000,"不整形",7.1,"その他","西","道路",5,"１低住専",40,80,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",16,9800000,680000,50,200000,"台形",5.2,"その他","西","私道",4,"１低住専",40,80,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",19,36000000,630000,190,190000,"ほぼ長方形",10.5,"住宅","北東","市道",4,"１低住専",40,80,"2021年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",18,30000000,780000,125,240000,"ほぼ長方形","","住宅","北東","市道",17,"","","","2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",18,52000000,720000,240,220000,"台形","","その他","西","市道",4,"","","","2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",20,23000000,750000,105,230000,"ほぼ整形",10,"その他","南","私道",4.5,"１種住居",60,200,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",18,24000000,730000,110,220000,"ほぼ整形","","その他","西","私道",5,"","","","2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",18,20000000,700000,95,210000,"台形","","その他","西","私道",4,"","","","2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",19,22000000,730000,100,220000,"ほぼ整形",6.5,"その他","東","道路",4.5,"１低住専",40,80,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",21,12000000,530000,75,160000,"不整形","","住宅","東","私道",4,"","","","2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",16,10000000,730000,45,220000,"不整形","","その他","西","私道",5,"１低住専",40,80,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",24,25000000,500000,165,150000,"ほぼ整形",4.5,"住宅","北西","私道",4,"１低住専",40,80,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",12,48000000,780000,200,240000,"ほぼ台形",15.2,"住宅","北","市道",6,"１中住専",60,200,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","幸町","東久留米",23,150000,5900,85,1800,"不整形",4,"","接面道路無","","","１低住専",40,80,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","下里","清瀬",28,8000000,200000,135,60000,"袋地等",9.2,"その他","南","市道",3,"１低住専",40,80,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","下里","清瀬","30分～60分",20000000,590000,110,180000,"袋地等","","住宅","南東","道路",5,"１低住専",40,80,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","下里","清瀬","30分～60分",21000000,600000,115,180000,"ほぼ長方形",11.9,"住宅","北","私道",10,"１低住専",40,80,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","下里","清瀬","30分～60分",20000000,590000,110,180000,"ほぼ台形",9.5,"その他","北","私道",10,"１低住専",40,80,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","下里","小平","30分～60分",23000000,690000,110,210000,"長方形",7.6,"住宅","南東","私道",4.5,"１低住専",40,80,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",7,30000000,900000,110,270000,"ほぼ長方形",5,"その他","北","道路",5,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",7,31000000,800000,125,240000,"不整形",3.5,"その他","西","道路",5,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",9,42000000,1100000,130,320000,"ほぼ長方形",9.7,"住宅","東","道路",5,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",9,41000000,1100000,130,320000,"ほぼ長方形",10.2,"住宅","東","道路",5,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",9,47000000,1200000,135,350000,"ほぼ長方形",10.1,"住宅","南","道路",5,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",9,30000000,920000,110,280000,"ほぼ台形",9.8,"住宅","南西","市道",6,"２中住専",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",12,26000000,1000000,85,310000,"ほぼ台形",8.7,"住宅","南西","都道",12,"２中住専",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",10,37000000,1100000,110,340000,"ほぼ整形","","住宅","南","私道",4.5,"","","","2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","新川町","東久留米",11,35000000,1000000,110,320000,"長方形","","住宅","東","私道",5,"","","","2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","神宝町","東久留米",20,37000000,1100000,110,330000,"ほぼ台形",9,"住宅","北西","道路",5,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","神宝町","東久留米",18,31000000,870000,120,260000,"不整形",2.5,"住宅","北","道路",5,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13222","東京都","東久留米市","神宝町","東久留米",16,52000000,490000,350,150000,"台形",20.4,"","北","市道",3.4,"１低住専",40,80,"2022年第3四半期",""
