url	bukken_title	madori	construction_area	land_area	price	construction_year	construction_month	features	todofukenNm	shikugunNm	tohoJikan1
https://suumo.jp/ikkodate/tokyo/sc_shinjuku/nc_74725415/	74725415	1LDK+2S	90.05	104.62	84100000	2024	06	BELS/省エネ基準適合認定書あり|フラット３５・S適合証明書|エコポイント対象住宅|省エネルギー対策|フラット３５Sに対応|地盤調査済|年内引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|駅まで平坦|閑静な住宅地|角地|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|ハイルーフ駐車場|EV車充電設備|ワイドバルコニー|トイレ２ヶ所|浴室１坪以上|２階建|２面以上バルコニー|南面バルコニー|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|都市近郊|前面棟無|通風良好|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|３階建以上|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|ルーフバルコニー|平坦地|床暖房|納戸|食器洗乾燥機|周辺交通量少なめ|整備された歩道|浄水器|スマートキー|高機能トイレ|ビルトインガレージ	東京都	新宿区	6
https://suumo.jp/ikkodate/tokyo/sc_suginami/nc_73899376/	73899376_3号棟	2LDK+S	100.42	120.2	111300000	2024	02	省エネルギー対策|地盤調査済|２沿線以上利用可|ＬＤＫ２０畳以上|年度内引渡可|省エネ給湯器|スーパー 徒歩10分以内|システムキッチン|浴室乾燥機|全居室収納|閑静な住宅地|総合病院 徒歩10分以内|整形地|ミストサウナ|家庭菜園|シャワー付洗面化粧台|対面式キッチン|EV車充電設備|ワイドバルコニー|トイレ２ヶ所|浴室１坪以上|２階建|２面以上バルコニー|南面バルコニー|複層ガラス|温水洗浄便座|ＴＶ付浴室|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|全居室フローリング|ウォークインクローゼット|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|ジェットバス|小学校 徒歩10分以内|ルーフバルコニー|床暖房|屋上|納戸|食器洗乾燥機|浄水器|バルコニー・屋上に水栓あり|スマートキー|高機能トイレ	東京都	杉並区	16
https://suumo.jp/ikkodate/tokyo/sc_suginami/nc_73899376/	73899376_1号棟	4LDK	116.95	120.19	134800000	2024	02	省エネルギー対策|地盤調査済|２沿線以上利用可|ＬＤＫ２０畳以上|年度内引渡可|省エネ給湯器|スーパー 徒歩10分以内|システムキッチン|浴室乾燥機|全居室収納|閑静な住宅地|総合病院 徒歩10分以内|整形地|ミストサウナ|家庭菜園|シャワー付洗面化粧台|対面式キッチン|EV車充電設備|ワイドバルコニー|トイレ２ヶ所|浴室１坪以上|２階建|２面以上バルコニー|南面バルコニー|複層ガラス|温水洗浄便座|ＴＶ付浴室|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|全居室フローリング|ウォークインクローゼット|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|ジェットバス|小学校 徒歩10分以内|ルーフバルコニー|床暖房|屋上|納戸|食器洗乾燥機|浄水器|バルコニー・屋上に水栓あり|スマートキー|高機能トイレ	東京都	杉並区	16
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74098813/	74098813	3LDK	131	126.16	199800000	2024	04	長期優良住宅認定通知書|設計住宅性能評価書|建設住宅性能評価書（新築時）|省エネルギー対策|太陽光発電システム|ＬＤＫ１８畳以上|省エネ給湯器|陽当り良好|全居室収納|南側道路面す|閑静な住宅地|整形地|トイレ２ヶ所|２階建|複層ガラス|ロフト|床下収納|吹抜け|ＴＶモニタ付インターホン|緑豊かな住宅地|都市近郊|全居室フローリング|ウォークインクローゼット|都市ガス|平坦地|床暖房|食器洗乾燥機	東京都	世田谷区	16
https://suumo.jp/ikkodate/tokyo/sc_adachi/nc_73639918/	73639918_1号棟	3LDK+S	116.14	70.26	51800000	2024	01	BELS/省エネ基準適合認定書あり|フラット３５・S適合証明書|省エネルギー対策|フラット３５Sに対応|高気密高断熱住宅|地盤調査済|即引渡可|ＬＤＫ１８畳以上|省エネ給湯器|市街地が近い|南向き|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|駅まで平坦|南側道路面す|閑静な住宅地|前道６ｍ以上|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|ハイルーフ駐車場|EV車充電設備|ワイドバルコニー|トイレ２ヶ所|浴室１坪以上|２面以上バルコニー|南面バルコニー|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|通風良好|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|３階建以上|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|平坦地|床暖房|開発分譲地内|食器洗乾燥機|浄水器|スマートキー|高機能トイレ|ビルトインガレージ	東京都	足立区	14
https://suumo.jp/ikkodate/tokyo/sc_adachi/nc_73639918/	73639918_7号棟	3LDK+S	101.44	85.35	52800000	2024	01	BELS/省エネ基準適合認定書あり|フラット３５・S適合証明書|省エネルギー対策|フラット３５Sに対応|高気密高断熱住宅|地盤調査済|即引渡可|ＬＤＫ１８畳以上|省エネ給湯器|市街地が近い|南向き|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|駅まで平坦|南側道路面す|閑静な住宅地|前道６ｍ以上|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|ハイルーフ駐車場|EV車充電設備|ワイドバルコニー|トイレ２ヶ所|浴室１坪以上|２面以上バルコニー|南面バルコニー|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|通風良好|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|３階建以上|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|平坦地|床暖房|開発分譲地内|食器洗乾燥機|浄水器|スマートキー|高機能トイレ|ビルトインガレージ	東京都	足立区	14
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74604193/	74604193_A号棟	4LDK	88.18	100.03	65900000	2024	06	設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|フラット３５Sに対応|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|南向き|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|南側道路面す|閑静な住宅地|総合病院 徒歩10分以内|前道６ｍ以上|角地|整形地|庭|シャワー付洗面化粧台|対面式キッチン|ワイドバルコニー|３面採光|バリアフリー|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|全室南向き|オートバス|温水洗浄便座|ロフト|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|前面棟無|通風良好|全居室フローリング|眺望良好|パントリー（食器・食品の収納庫）|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|全室２面採光|小学校 徒歩10分以内|平坦地|床暖房|食器洗乾燥機|周辺交通量少なめ|整備された歩道|浄水器|高機能トイレ	東京都	世田谷区	
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74604193/	74604193_B号棟	4LDK	89.22	100.02	69900000	2024	06	設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|フラット３５Sに対応|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|南向き|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|南側道路面す|閑静な住宅地|総合病院 徒歩10分以内|前道６ｍ以上|角地|整形地|庭|シャワー付洗面化粧台|対面式キッチン|ワイドバルコニー|３面採光|バリアフリー|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|全室南向き|オートバス|温水洗浄便座|ロフト|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|前面棟無|通風良好|全居室フローリング|眺望良好|パントリー（食器・食品の収納庫）|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|全室２面採光|小学校 徒歩10分以内|平坦地|床暖房|食器洗乾燥機|周辺交通量少なめ|整備された歩道|浄水器|高機能トイレ	東京都	世田谷区	
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74604193/	74604193_D号棟	4LDK	90.78	100	67900000	2024	06	設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|フラット３５Sに対応|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|南向き|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|南側道路面す|閑静な住宅地|総合病院 徒歩10分以内|前道６ｍ以上|角地|整形地|庭|シャワー付洗面化粧台|対面式キッチン|ワイドバルコニー|３面採光|バリアフリー|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|全室南向き|オートバス|温水洗浄便座|ロフト|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|前面棟無|通風良好|全居室フローリング|眺望良好|パントリー（食器・食品の収納庫）|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|全室２面採光|小学校 徒歩10分以内|平坦地|床暖房|食器洗乾燥機|周辺交通量少なめ|整備された歩道|浄水器|高機能トイレ	東京都	世田谷区	
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74604193/	74604193_E号棟	3LDK	69.76	100.39	59900000	2024	06	設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|フラット３５Sに対応|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|南向き|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|南側道路面す|閑静な住宅地|総合病院 徒歩10分以内|前道６ｍ以上|角地|整形地|庭|シャワー付洗面化粧台|対面式キッチン|ワイドバルコニー|３面採光|バリアフリー|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|全室南向き|オートバス|温水洗浄便座|ロフト|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|前面棟無|通風良好|全居室フローリング|眺望良好|パントリー（食器・食品の収納庫）|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|全室２面採光|小学校 徒歩10分以内|平坦地|床暖房|食器洗乾燥機|周辺交通量少なめ|整備された歩道|浄水器|高機能トイレ	東京都	世田谷区	
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74604193/	74604193_F号棟	4LDK	93.15	100.63	66900000	2024	06	設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|フラット３５Sに対応|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|南向き|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|南側道路面す|閑静な住宅地|総合病院 徒歩10分以内|前道６ｍ以上|角地|整形地|庭|シャワー付洗面化粧台|対面式キッチン|ワイドバルコニー|３面採光|バリアフリー|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|全室南向き|オートバス|温水洗浄便座|ロフト|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|前面棟無|通風良好|全居室フローリング|眺望良好|パントリー（食器・食品の収納庫）|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|全室２面採光|小学校 徒歩10分以内|平坦地|床暖房|食器洗乾燥機|周辺交通量少なめ|整備された歩道|浄水器|高機能トイレ	東京都	世田谷区	
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74604193/	74604193_G号棟	4LDK	91.08	100.03	70900000	2024	06	設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|フラット３５Sに対応|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|南向き|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|南側道路面す|閑静な住宅地|総合病院 徒歩10分以内|前道６ｍ以上|角地|整形地|庭|シャワー付洗面化粧台|対面式キッチン|ワイドバルコニー|３面採光|バリアフリー|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|全室南向き|オートバス|温水洗浄便座|ロフト|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|前面棟無|通風良好|全居室フローリング|眺望良好|パントリー（食器・食品の収納庫）|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|全室２面採光|小学校 徒歩10分以内|平坦地|床暖房|食器洗乾燥機|周辺交通量少なめ|整備された歩道|浄水器|高機能トイレ	東京都	世田谷区	
https://suumo.jp/ikkodate/tokyo/sc_nerima/nc_74389244/	74389244_TYPE5	3LDK	92.9	94.84	59900000	2024	08	年内引渡可|２沿線以上利用可|省エネ給湯器|南向き|システムキッチン|浴室乾燥機|前道６ｍ以上|シャワー付洗面化粧台|２階建|複層ガラス|温水洗浄便座|ＴＶ付浴室|ＴＶモニタ付インターホン|ウォークインクローゼット|都市ガス|シューズインクローク|床暖房|食器洗乾燥機|浄水器|スマートキー	東京都	練馬区	15
https://suumo.jp/ikkodate/tokyo/sc_nerima/nc_74389244/	74389244_TYPE2	4LDK	109.04	97.02	71900000	2024	08	年内引渡可|２沿線以上利用可|省エネ給湯器|南向き|システムキッチン|浴室乾燥機|前道６ｍ以上|シャワー付洗面化粧台|２階建|複層ガラス|温水洗浄便座|ＴＶ付浴室|ＴＶモニタ付インターホン|ウォークインクローゼット|都市ガス|シューズインクローク|床暖房|食器洗乾燥機|浄水器|スマートキー	東京都	練馬区	15
https://suumo.jp/ikkodate/tokyo/sc_nerima/nc_74494223/	74494223_2号棟	1LDK+3S	99.56	123.01	71800000	2024	06	BELS/省エネ基準適合認定書あり|フラット３５・S適合証明書|エコポイント対象住宅|省エネルギー対策|フラット３５Sに対応|太陽光発電システム|高気密高断熱住宅|地盤調査済|年内引渡可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|システムキッチン|浴室乾燥機|全居室収納|駅まで平坦|閑静な住宅地|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|EV車充電設備|ワイドバルコニー|トイレ２ヶ所|浴室１坪以上|２階建|２面以上バルコニー|南面バルコニー|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|前面棟無|通風良好|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|天井高２．５ｍ以上|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|ルーフバルコニー|平坦地|床暖房|納戸|食器洗乾燥機|整備された歩道|浄水器|スマートキー|高機能トイレ	東京都	練馬区	9
https://suumo.jp/ikkodate/tokyo/sc_nerima/nc_74494223/	74494223_4号棟	3LDK+S	101.02	110.74	77800000	2024	06	BELS/省エネ基準適合認定書あり|フラット３５・S適合証明書|エコポイント対象住宅|省エネルギー対策|フラット３５Sに対応|太陽光発電システム|高気密高断熱住宅|地盤調査済|年内引渡可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|システムキッチン|浴室乾燥機|全居室収納|駅まで平坦|閑静な住宅地|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|EV車充電設備|ワイドバルコニー|トイレ２ヶ所|浴室１坪以上|２階建|２面以上バルコニー|南面バルコニー|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|前面棟無|通風良好|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|天井高２．５ｍ以上|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|ルーフバルコニー|平坦地|床暖房|納戸|食器洗乾燥機|整備された歩道|浄水器|スマートキー|高機能トイレ	東京都	練馬区	9
https://suumo.jp/ikkodate/tokyo/sc_itabashi/nc_73372841/	73372841_1号棟	3LDK	113.44	70	78900000	2023	11	設計住宅性能評価書|フラット３５・S適合証明書|高気密高断熱住宅|地盤調査済|省エネ給湯器|スーパー 徒歩10分以内|南向き|システムキッチン|浴室乾燥機|全居室収納|閑静な住宅地|ＬＤＫ１５畳以上|総合病院 徒歩10分以内|角地|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|EV車充電設備|ワイドバルコニー|バリアフリー|トイレ２ヶ所|自然素材使用|浴室１坪以上|２階建|南面バルコニー|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|吹抜け|ＴＶモニタ付インターホン|節水型トイレ|都市近郊|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|天井高２．５ｍ以上|３階建以上|リビング階段|都市ガス|シューズインクローク|小学校 徒歩10分以内|屋根裏収納|食器洗乾燥機|浄水器|スマートキー|ビルトインガレージ	東京都	板橋区	12
https://suumo.jp/ikkodate/tokyo/sc_itabashi/nc_73372841/	73372841_4号棟	3LDK	90.57	92.53	77800000	2023	11	設計住宅性能評価書|フラット３５・S適合証明書|高気密高断熱住宅|地盤調査済|省エネ給湯器|スーパー 徒歩10分以内|南向き|システムキッチン|浴室乾燥機|全居室収納|閑静な住宅地|ＬＤＫ１５畳以上|総合病院 徒歩10分以内|角地|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|EV車充電設備|ワイドバルコニー|バリアフリー|トイレ２ヶ所|自然素材使用|浴室１坪以上|２階建|南面バルコニー|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|吹抜け|ＴＶモニタ付インターホン|節水型トイレ|都市近郊|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|天井高２．５ｍ以上|３階建以上|リビング階段|都市ガス|シューズインクローク|小学校 徒歩10分以内|屋根裏収納|食器洗乾燥機|浄水器|スマートキー|ビルトインガレージ	東京都	板橋区	12
https://suumo.jp/ikkodate/tokyo/sc_nerima/nc_73485550/	73485550	3LDK	102.06	112.03	80900000	2024	04	エコポイント対象住宅|省エネルギー対策|フラット３５Sに対応|太陽光発電システム|高気密高断熱住宅|地盤調査済|年内引渡可|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|南向き|システムキッチン|浴室乾燥機|全居室収納|駅まで平坦|南側道路面す|閑静な住宅地|ＬＤＫ１５畳以上|角地|整形地|シャワー付洗面化粧台|EV車充電設備|トイレ２ヶ所|浴室１坪以上|２階建|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|緑豊かな住宅地|都市近郊|ウォークインクローゼット|天井高２．５ｍ以上|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|平坦地|床暖房|食器洗乾燥機|浄水器|スマートキー	東京都	練馬区	17
https://suumo.jp/ikkodate/tokyo/sc_shibuya/nc_73792920/	73792920	2LDK	80.95	50.91	81800000	2024	05	年内引渡可|２沿線以上利用可|スーパー 徒歩10分以内|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|南側道路面す|ＬＤＫ１５畳以上|シャワー付洗面化粧台|対面式キッチン|トイレ２ヶ所|浴室１坪以上|複層ガラス|温水洗浄便座|ＴＶモニタ付インターホン|通風良好|３階建以上|都市ガス|床暖房|食器洗乾燥機|浄水器	東京都	渋谷区	11
https://suumo.jp/ikkodate/tokyo/sc_nerima/nc_74805376/	74805376	2LDK+2S	109.4	94.75	89800000	2024	07	BELS/省エネ基準適合認定書あり|フラット３５・S適合証明書|省エネルギー対策|フラット３５Sに対応|高気密高断熱住宅|地盤調査済|年内引渡可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|システムキッチン|浴室乾燥機|全居室収納|駅まで平坦|閑静な住宅地|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|EV車充電設備|ワイドバルコニー|トイレ２ヶ所|浴室１坪以上|２階建|２面以上バルコニー|南面バルコニー|複層ガラス|オートバス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|節水型トイレ|前面棟無|通風良好|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|天井高２．５ｍ以上|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|ルーフバルコニー|平坦地|床暖房|納戸|食器洗乾燥機|整備された歩道|浄水器|スマートキー|高機能トイレ	東京都	練馬区	11
https://suumo.jp/ikkodate/tokyo/sc_suginami/nc_72137626/	72137626_No.3	3LDK	104.79	105	153800000	2024	02	長期優良住宅認定通知書|設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|省エネルギー対策|フラット３５Sに対応|太陽光発電システム|高気密高断熱住宅|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|駅まで平坦|閑静な住宅地|角地|和室|始発駅|対面式キッチン|EV車充電設備|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|オートバス|高速ネット対応|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|都市近郊|パントリー（食器・食品の収納庫）|ウォークインクローゼット|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|平坦地|床暖房|テラス|食器洗乾燥機|整備された歩道|浄水器|スマートキー	東京都	杉並区	16
https://suumo.jp/ikkodate/tokyo/sc_suginami/nc_72137626/	72137626_No.8	2LDK	103.49	115	139300000	2024	02	長期優良住宅認定通知書|設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|省エネルギー対策|フラット３５Sに対応|太陽光発電システム|高気密高断熱住宅|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|駅まで平坦|閑静な住宅地|角地|和室|始発駅|対面式キッチン|EV車充電設備|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|オートバス|高速ネット対応|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|都市近郊|パントリー（食器・食品の収納庫）|ウォークインクローゼット|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|平坦地|床暖房|テラス|食器洗乾燥機|整備された歩道|浄水器|スマートキー	東京都	杉並区	16
https://suumo.jp/ikkodate/tokyo/sc_suginami/nc_72137626/	72137626_No.12	4LDK	104.84	105	141800000	2024	02	長期優良住宅認定通知書|設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|省エネルギー対策|フラット３５Sに対応|太陽光発電システム|高気密高断熱住宅|地盤調査済|即引渡可|２沿線以上利用可|ＬＤＫ１８畳以上|省エネ給湯器|スーパー 徒歩10分以内|市街地が近い|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|駅まで平坦|閑静な住宅地|角地|和室|始発駅|対面式キッチン|EV車充電設備|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|オートバス|高速ネット対応|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|都市近郊|パントリー（食器・食品の収納庫）|ウォークインクローゼット|リビング階段|全居室複層ガラスか複層サッシ|都市ガス|シューズインクローク|小学校 徒歩10分以内|平坦地|床暖房|テラス|食器洗乾燥機|整備された歩道|浄水器|スマートキー	東京都	杉並区	16
https://suumo.jp/ikkodate/tokyo/sc_suginami/nc_72794605/	72794605	3LDK	96.67	98.07	122000000	2024	02	長期優良住宅認定通知書|設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５・S適合証明書|フラット３５Sに対応|２沿線以上利用可|省エネ給湯器|南向き|システムキッチン|浴室乾燥機|全居室収納|ＬＤＫ１５畳以上|前道６ｍ以上|和室|整形地|シャワー付洗面化粧台|対面式キッチン|EV車充電設備|バリアフリー|トイレ２ヶ所|浴室１坪以上|２階建|南面バルコニー|複層ガラス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|緑豊かな住宅地|ウォークインクローゼット|天井高２．５ｍ以上|都市ガス|床暖房|食器洗乾燥機|浄水器|スマートキー|高機能トイレ	東京都	杉並区	19
https://suumo.jp/ikkodate/tokyo/sc_adachi/nc_71389356/	71389356	4LDK	96.96	85.02	44900000	2023	12	２沿線以上利用可|ＬＤＫ１８畳以上|スーパー 徒歩10分以内|南向き|システムキッチン|浴室乾燥機|全居室収納|駅まで平坦|南側道路面す|閑静な住宅地|角地|整形地|シャワー付洗面化粧台|対面式キッチン|セキュリティ充実|ワイドバルコニー|３面採光|トイレ２ヶ所|２階建|２面以上バルコニー|南面バルコニー|複層ガラス|温水洗浄便座|ＴＶ付浴室|床下収納|浴室に窓|吹抜け|ＴＶモニタ付インターホン|節水型トイレ|全居室フローリング|パントリー（食器・食品の収納庫）|ウォークインクローゼット|３階建以上|リビング階段|都市ガス|シューズインクローク|全室２面採光|小学校 徒歩10分以内|ルーフバルコニー|平坦地|屋根裏収納|床暖房|食器洗乾燥機|浄水器|バルコニー・屋上に水栓あり|スマートキー|高機能トイレ	東京都	足立区	16
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74603162/	74603162_4号棟	4LDK	100.19	107.64	63800000	2024	11	設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５Sに対応|２沿線以上利用可|市街地が近い|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|閑静な住宅地|ＬＤＫ１５畳以上|前道６ｍ以上|角地|整形地|シャワー付洗面化粧台|トイレ２ヶ所|浴室１坪以上|複層ガラス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|緑豊かな住宅地|都市近郊|前面棟無|通風良好|全居室複層ガラスか複層サッシ|都市ガス|全室２面採光|平坦地|開発分譲地内|食器洗乾燥機|周辺交通量少なめ	東京都	世田谷区	
https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_74603162/	74603162_5号棟	3LDK	77.12	124.03	54800000	2024	11	設計住宅性能評価書|建設住宅性能評価書（新築時）|フラット３５Sに対応|２沿線以上利用可|市街地が近い|システムキッチン|浴室乾燥機|陽当り良好|全居室収納|閑静な住宅地|ＬＤＫ１５畳以上|前道６ｍ以上|角地|整形地|シャワー付洗面化粧台|トイレ２ヶ所|浴室１坪以上|複層ガラス|温水洗浄便座|床下収納|浴室に窓|ＴＶモニタ付インターホン|緑豊かな住宅地|都市近郊|前面棟無|通風良好|全居室複層ガラスか複層サッシ|都市ガス|全室２面採光|平坦地|開発分譲地内|食器洗乾燥機|周辺交通量少なめ	東京都	世田谷区	
