練馬区,1130
足立区,796
八王子市,734
世田谷区,678
杉並区,600
江戸川区,588
葛飾区,568
町田市,528
大田区,492
小平市,391
調布市,344
板橋区,340
東村山市,339
西東京市,318
府中市,316
立川市,293
日野市,290
東久留米市,262
中野区,254
小金井市,231
北区,227
国分寺市,210
三鷹市,206
青梅市,159
清瀬市,155
豊島区,142
昭島市,141
稲城市,137
墨田区,132
品川区,125
荒川区,124
東大和市,123
江東区,118
国立市,112
多摩市,108
新宿区,105
狛江市,103
あきる野市,97
目黒区,90
文京区,85
武蔵村山市,80
武蔵野市,71
羽村市,66
福生市,64
西多摩郡瑞穂町,47
台東区,26
渋谷区,17
西多摩郡日の出町,10
港区,5
千代田区,1
