,district,walk_min_from_nearest_station,construction_area,construction_year,street_width,land_price_estimated,wood,south,west,east,north,price
53449,日野市,10,100,2021,5.5,19.7925,True,True,False,True,False,45.0
53460,日野市,6,120,2022,4.0,37.315425,True,False,True,False,False,50.0
53465,日野市,10,90,2020,4.0,21.5776,True,True,False,False,False,30.0
53468,日野市,4,100,2023,5.7,35.9275,True,True,False,False,False,50.0
53471,日野市,5,100,2021,4.0,12.74,True,False,True,False,False,41.0
53472,日野市,7,100,2021,6.0,11.83,True,True,False,False,False,45.0
53473,日野市,6,100,2021,4.0,12.74,True,False,True,False,False,44.0
53474,日野市,7,95,2021,4.0,35.3088,True,True,True,False,False,39.0
53476,日野市,9,95,2022,6.0,21.10104,True,False,False,False,True,43.0
53485,日野市,13,100,2020,6.0,18.27,True,True,False,False,False,37.0
53486,日野市,15,105,2021,6.0,18.27,True,True,False,False,False,47.0
53488,日野市,7,100,2023,6.0,29.3475,True,False,True,False,False,42.0
53489,日野市,7,105,2023,6.0,27.5,True,True,False,False,False,49.0
53492,日野市,7,105,2023,6.0,29.82,True,False,True,False,False,41.0
53494,日野市,13,100,2023,6.0,16.40695,True,False,False,True,False,43.0
53498,日野市,6,105,2022,6.0,32.5,True,False,True,False,True,42.0
53501,日野市,6,105,2022,6.0,32.4,True,True,False,True,False,47.0
53502,日野市,6,105,2022,6.0,32.4,True,True,False,True,False,46.0
53507,日野市,8,105,2020,7.0,20.39202,True,False,False,True,True,39.0
53509,日野市,10,70,2024,5.0,7.47,True,False,True,False,True,39.0
53510,日野市,11,105,2023,5.0,36.733285,True,True,False,False,False,46.0
53512,日野市,7,100,2022,22.0,6.35,True,True,False,True,False,50.0
53513,日野市,12,105,2022,4.0,43.06673,True,True,True,False,False,46.0
53516,日野市,8,100,2022,3.2,16.71125,True,True,False,False,False,41.0
53518,日野市,10,65,2022,5.0,21.25,True,True,False,True,False,34.0
53519,日野市,20,105,2021,5.0,54.45,True,False,False,False,True,41.0
53522,日野市,10,100,2020,9.9,18.27,True,False,False,False,True,40.0
53524,日野市,9,120,2022,5.0,39.447735,True,True,False,True,False,54.0
53526,日野市,7,85,2022,4.0,16.8,True,False,True,False,False,36.0
53527,日野市,6,90,2022,4.0,23.45541,True,False,True,False,False,30.0
53528,日野市,5,105,2021,4.0,17.745,True,True,False,False,False,42.0
53529,日野市,5,130,2022,4.0,19.36,True,True,False,False,False,49.0
53530,日野市,8,85,2021,6.0,4.42,True,False,False,True,False,28.0
53534,日野市,9,85,2022,4.0,19.195,True,True,False,False,False,47.0
53543,日野市,15,100,2022,5.9,17.5,True,True,False,False,False,45.0
53544,日野市,15,95,2023,4.0,18.2,True,True,False,False,False,41.0
53546,日野市,16,85,2022,5.0,6.985,True,False,False,False,True,36.0
53552,日野市,16,95,2023,4.5,29.46671,True,True,False,True,False,45.0
53554,日野市,12,100,2022,6.0,14.40625,True,False,False,False,True,41.0
53558,日野市,15,95,2021,5.0,30.0,True,False,False,False,True,35.0
53559,日野市,13,85,2021,5.0,27.5,True,False,False,False,True,39.0
53560,日野市,16,90,2021,4.0,28.4625,True,False,False,False,True,32.0
53561,日野市,15,110,2020,4.0,25.12125,True,True,False,True,False,39.0
53565,日野市,10,85,2024,5.0,28.22875,True,False,True,False,False,39.0
53566,日野市,9,105,2023,5.0,37.210625,True,True,False,True,False,47.0
53576,日野市,5,95,2022,5.0,15.6,True,False,False,False,True,42.0
53578,日野市,5,95,2023,4.5,14.4,True,True,False,False,False,45.0
53580,日野市,14,105,2022,5.0,23.4,True,True,False,True,False,42.0
53581,日野市,9,100,2021,6.0,12.35,True,True,False,True,False,45.0
53583,日野市,16,95,2022,5.6,14.25,True,True,False,True,False,41.0
53588,日野市,5,95,2022,5.0,13.3,True,True,False,False,False,45.0
53592,日野市,9,100,2021,11.0,20.8,True,True,True,False,False,49.0
53593,日野市,6,100,2023,4.5,20.8,True,False,False,False,True,44.0
53594,日野市,4,60,2021,4.4,12.75,True,True,False,True,False,28.0
53596,日野市,6,75,2022,6.0,15.3,True,True,False,True,False,37.0
53599,日野市,6,100,2021,4.5,13.2975,True,True,True,False,False,43.0
53601,日野市,14,105,2020,5.0,39.232,True,False,False,True,True,32.0
53603,日野市,5,100,2021,4.5,25.5008,True,False,False,False,True,41.0
53604,日野市,11,85,2021,5.0,21.5776,True,False,True,False,True,34.0
53607,日野市,20,85,2021,4.0,27.5,True,False,False,True,False,41.0
53608,日野市,18,95,2021,6.0,30.49375,True,False,False,True,True,39.0
53609,日野市,18,95,2021,6.0,38.64,True,False,False,True,True,39.0
53610,日野市,18,125,2021,6.0,28.01106,True,False,False,True,True,47.0
53611,日野市,45,105,2022,5.0,27.3,True,False,True,False,False,45.0
53612,日野市,26,110,2022,5.0,45.0,True,False,True,False,True,47.0
53614,日野市,11,95,2023,4.0,10.79,True,False,False,False,True,46.0
53616,日野市,20,105,2022,5.0,21.77341,True,True,False,True,False,44.0
53618,日野市,13,100,2021,5.0,29.40171,True,False,False,False,True,40.0
53621,日野市,14,100,2021,5.0,19.5,True,True,False,False,False,38.0
53622,日野市,19,105,2021,5.0,19.5,True,True,False,False,False,39.0
53623,日野市,14,100,2022,6.0,33.0,True,False,False,False,True,40.0
53626,日野市,19,100,2021,5.0,14.90671,True,True,False,False,False,35.0
53627,日野市,14,100,2021,5.0,14.90671,True,False,False,False,True,35.0
53628,日野市,10,95,2020,3.1,22.08,True,False,True,False,True,33.0
54209,東村山市,29,95,2023,5.0,52.2,True,False,False,True,False,40.0
54210,東村山市,29,90,2023,5.0,50.025,True,True,False,False,False,44.0
54211,東村山市,25,90,2021,5.4,24.2,True,True,False,True,False,33.0
54212,東村山市,45,95,2021,5.0,26.4,True,True,True,False,False,37.0
54213,東村山市,45,95,2021,8.0,25.3,True,True,False,True,False,35.0
54215,東村山市,45,95,2021,8.0,25.3,True,True,False,True,False,36.0
54216,東村山市,29,100,2020,5.0,21.66671,True,False,True,False,True,39.0
54218,東村山市,26,85,2021,4.0,30.25,True,False,False,True,True,31.0
54220,東村山市,45,95,2021,4.5,33.0,True,False,True,False,True,31.0
54221,東村山市,29,100,2020,5.0,35.75,True,False,True,False,True,35.0
54222,東村山市,15,90,2024,6.0,26.675,True,False,True,False,True,45.0
54223,東村山市,16,85,2023,6.0,28.6,True,False,True,False,True,35.0
54224,東村山市,20,95,2023,4.0,33.8,True,True,True,False,False,39.0
54230,東村山市,25,90,2023,5.0,31.816705,True,False,True,False,True,41.0
54233,東村山市,20,80,2022,4.0,19.425,True,True,False,False,False,35.0
54234,東村山市,15,110,2022,4.0,40.7,True,False,True,False,True,53.0
54236,東村山市,18,90,2022,4.0,32.2,True,True,False,False,False,41.0
54237,東村山市,19,90,2022,4.0,35.0,True,False,False,False,True,37.0
54238,東村山市,20,75,2022,4.0,19.8,True,False,True,False,True,31.0
54241,東村山市,45,95,2021,4.5,9.354,True,True,False,False,False,36.0
54243,東村山市,45,100,2021,4.5,9.354,True,True,False,False,False,36.0
54244,東村山市,15,85,2021,4.5,7.0155,True,True,False,False,False,35.0
54247,東村山市,45,95,2021,4.5,34.2,True,False,False,False,True,30.0
54250,東村山市,45,65,2023,5.0,14.48,True,True,False,False,False,35.0
54253,東村山市,25,100,2022,9.0,24.15,True,False,False,True,True,39.0
54255,東村山市,26,90,2021,5.0,21.981445,True,True,False,False,False,32.0
54257,東村山市,4,90,2023,6.0,31.875,True,True,False,True,False,46.0
54260,東村山市,4,90,2023,6.0,34.8,True,True,False,True,False,51.0
54262,東村山市,11,85,2021,5.0,11.55,True,False,True,False,True,43.0
54263,東村山市,11,85,2021,5.0,20.075,True,True,False,False,False,42.0
54264,東村山市,11,90,2020,5.0,20.075,True,True,True,False,False,42.0
54265,東村山市,11,90,2021,5.0,20.075,True,True,True,False,False,45.0
54266,東村山市,11,90,2020,5.0,22.1,True,False,False,False,True,44.0
54267,東村山市,11,90,2021,5.0,18.7,True,False,True,False,True,43.0
54268,東村山市,11,85,2021,5.0,18.7,True,False,True,False,True,41.0
54269,東村山市,10,90,2020,5.0,18.04,True,False,False,True,True,43.0
54270,東村山市,11,85,2021,5.0,18.04,True,False,False,True,True,40.0
54271,東村山市,11,85,2021,5.0,18.04,True,True,False,True,False,44.0
54272,東村山市,10,90,2023,6.0,27.8875,True,False,True,False,False,47.0
54273,東村山市,8,95,2024,5.5,30.3125,True,False,True,False,False,57.0
54278,東村山市,11,95,2023,5.0,31.2,True,False,True,False,True,44.0
54279,東村山市,11,90,2023,5.0,29.9,True,True,True,False,False,47.0
54280,東村山市,8,95,2024,5.5,32.5,True,False,True,False,False,59.0
54281,東村山市,8,100,2024,5.5,32.5,True,False,True,False,False,64.0
54282,東村山市,13,95,2023,5.0,37.350045,True,True,True,False,False,45.0
54283,東村山市,14,95,2023,7.0,33.20004,True,True,True,False,False,44.0
54284,東村山市,13,90,2023,5.0,30.43337,True,False,True,False,True,45.0
54285,東村山市,8,95,2023,4.5,34.583375,True,False,False,False,True,42.0
54286,東村山市,8,90,2023,4.5,30.43337,True,False,False,True,False,44.0
54289,東村山市,8,90,2023,4.5,27.5,True,False,False,True,False,45.0
54290,東村山市,8,90,2023,6.0,27.5,True,False,False,False,True,46.0
54292,東村山市,8,75,2022,4.0,17.575,True,True,True,False,False,39.0
54296,東村山市,13,80,2022,7.0,18.5,True,False,False,True,True,40.0
54298,東村山市,10,95,2022,5.0,28.8,True,True,False,False,False,44.0
54302,東村山市,14,85,2022,6.0,36.0,True,False,False,True,False,39.0
54303,東村山市,9,90,2023,5.0,27.6,True,False,True,False,False,44.0
54304,東村山市,12,90,2022,5.0,33.6,True,True,True,False,False,40.0
54305,東村山市,6,105,2022,5.0,43.4,True,False,True,False,False,63.0
54306,東村山市,9,95,2022,4.5,29.4,True,False,False,True,False,50.0
54307,東村山市,9,95,2022,4.5,29.4,True,False,True,False,False,46.0
54309,東村山市,14,90,2022,6.0,32.2,True,False,False,True,False,46.0
54310,東村山市,14,85,2022,6.0,37.8,True,False,False,True,False,37.0
54311,東村山市,10,80,2022,5.5,18.0,True,False,False,True,True,39.0
54315,東村山市,12,95,2022,5.0,21.6,True,True,False,True,False,38.0
54316,東村山市,14,90,2021,5.0,27.6,True,True,False,False,False,40.0
54317,東村山市,14,90,2021,5.0,27.6,True,False,True,False,False,36.0
54318,東村山市,14,90,2021,5.0,27.6,True,True,False,False,False,40.0
54319,東村山市,10,90,2021,5.0,26.45,True,False,True,False,True,42.0
54320,東村山市,14,90,2021,5.0,27.6,True,True,False,False,False,42.0
54321,東村山市,11,90,2021,6.0,26.45,True,False,False,True,False,43.0
54322,東村山市,19,65,2021,4.0,19.55,True,False,True,False,True,27.0
54323,東村山市,14,95,2021,5.0,27.6,True,True,False,True,False,39.0
54324,東村山市,9,95,2022,5.0,27.6,True,True,False,False,False,43.0
54327,東村山市,11,90,2021,6.0,28.75,True,False,False,True,False,44.0
54329,東村山市,11,85,2021,5.0,27.5,True,False,False,True,False,38.0
54331,東村山市,10,85,2020,5.0,8.5745,True,False,False,False,True,33.0
54332,東村山市,8,95,2021,6.0,9.74375,True,False,True,False,False,43.0
54333,東村山市,11,90,2021,6.0,8.96425,True,False,True,False,False,43.0
54334,東村山市,12,110,2021,4.0,24.7125,True,False,True,False,True,43.0
54339,東村山市,11,90,2021,6.0,18.94625,True,False,False,True,False,45.0
54340,東村山市,11,85,2021,5.0,18.1225,True,True,True,False,False,36.0
54341,東村山市,16,90,2023,5.0,29.325,True,False,True,False,True,37.0
54345,東村山市,20,95,2022,4.5,19.2,True,False,True,False,True,35.0
54346,東村山市,19,90,2021,4.5,17.56491,True,True,False,True,False,36.0
54348,東村山市,19,90,2021,4.5,15.9681,True,True,True,False,False,38.0
54350,東村山市,19,100,2020,5.0,23.75,True,False,True,False,True,37.0
54351,東村山市,18,95,2021,6.6,23.75,True,False,False,True,False,36.0
54359,東村山市,18,70,2023,4.3,20.16,True,False,False,True,True,30.0
54361,東村山市,19,105,2023,6.0,39.2,True,True,False,True,False,46.0
54362,東村山市,10,95,2021,7.5,28.0,True,True,True,False,False,46.0
54363,東村山市,19,85,2023,5.0,24.64,True,True,False,False,False,40.0
54365,東村山市,23,100,2022,6.0,60.9,True,False,False,True,True,41.0
54367,東村山市,13,45,2023,5.0,23.925,True,False,False,True,True,24.0
54370,東村山市,20,70,2023,4.0,45.675,True,False,False,True,True,30.0
54372,東村山市,23,65,2023,4.0,34.8,True,False,False,True,True,32.0
54374,東村山市,10,105,2022,4.0,33.092955,True,False,False,True,False,58.0
54377,東村山市,20,85,2022,3.5,30.641625,True,False,False,True,False,36.0
54378,東村山市,14,80,2023,5.0,24.5133,True,True,False,False,False,37.0
54379,東村山市,14,75,2022,4.5,26.833295,True,True,False,True,False,40.0
54381,東村山市,15,65,2022,4.0,22.166635,True,False,True,False,False,30.0
54382,東村山市,15,90,2022,4.5,26.833295,True,False,False,True,True,39.0
54384,東村山市,15,90,2022,6.0,26.833295,True,False,True,False,True,41.0
54386,東村山市,16,95,2022,8.0,34.45,True,False,False,True,True,45.0
54387,東村山市,12,95,2022,5.0,31.8,True,True,True,False,False,49.0
54390,東村山市,15,90,2022,5.5,30.475,True,True,False,True,False,43.0
54391,東村山市,14,80,2022,4.0,26.0,True,False,True,False,True,38.0
54392,東村山市,19,95,2022,6.0,33.8,True,True,True,False,False,37.0
54393,東村山市,20,65,2022,4.0,22.1,True,False,False,True,False,30.0
54394,東村山市,15,90,2022,4.5,29.9,True,True,False,True,False,45.0
54396,東村山市,15,90,2022,4.6,29.9,True,False,False,True,True,45.0
54397,東村山市,19,110,2022,6.0,20.8,True,True,True,False,False,53.0
54398,東村山市,20,95,2021,5.0,19.2,True,False,False,True,True,57.0
54399,東村山市,21,75,2021,4.0,18.4,True,True,False,True,False,33.0
54401,東村山市,14,90,2021,6.0,17.6,True,True,False,True,False,45.0
54402,東村山市,19,90,2022,6.0,19.2,True,False,True,False,True,38.0
54403,東村山市,18,105,2021,5.0,40.7,True,False,False,True,True,47.0
54404,東村山市,12,90,2021,6.0,24.2,True,False,True,False,True,38.0
54405,東村山市,25,85,2021,5.0,24.2,True,False,True,False,True,37.0
54407,東村山市,18,110,2021,4.7,33.0,True,False,False,True,True,48.0
54408,東村山市,13,85,2021,6.0,24.2,True,True,True,False,False,51.0
54410,東村山市,24,95,2021,16.0,29.7,True,True,True,False,False,37.0
54411,東村山市,16,90,2021,5.0,25.3,True,True,True,False,False,37.0
54412,東村山市,25,50,2021,6.0,10.833355,True,False,True,False,True,22.0
54413,東村山市,15,90,2021,4.6,20.00004,True,True,True,False,False,37.0
54414,東村山市,10,95,2021,7.5,19.166705,True,False,True,False,False,47.0
54415,東村山市,10,95,2021,7.4,20.833375,True,True,True,False,False,44.0
54416,東村山市,15,90,2021,4.5,19.166705,True,True,True,False,False,35.0
54417,東村山市,10,90,2021,5.0,20.00004,True,True,False,True,False,45.0
54418,東村山市,10,90,2021,5.0,19.166705,True,True,False,True,False,44.0
54419,東村山市,10,90,2022,5.0,19.166705,True,False,True,False,True,39.0
54420,東村山市,10,85,2022,5.0,20.833375,True,False,True,False,True,46.0
54421,東村山市,19,95,2020,5.0,33.0,True,False,False,False,True,32.0
54422,東村山市,18,90,2020,4.5,30.25,True,False,True,False,True,33.0
54423,東村山市,18,95,2021,15.0,27.5,True,True,False,True,False,33.0
54424,東村山市,16,95,2021,4.5,30.25,True,False,False,True,False,27.0
54426,東村山市,16,70,2021,4.0,24.75,True,True,False,True,False,26.0
54427,東村山市,11,90,2021,6.0,30.25,True,False,False,False,True,39.0
54428,東村山市,15,90,2021,4.5,31.625,True,True,False,True,False,32.0
54431,東村山市,18,70,2021,5.0,24.75,True,True,False,True,False,28.0
54433,東村山市,9,100,2021,4.5,34.375,True,True,True,False,False,44.0
54434,東村山市,14,90,2021,6.0,30.25,True,False,True,False,True,36.0
54435,東村山市,11,90,2021,5.0,31.625,True,True,True,False,False,44.0
54436,東村山市,10,100,2021,7.5,34.375,True,True,True,False,False,41.0
54437,東村山市,10,100,2021,7.5,34.375,True,True,True,False,False,47.0
54438,東村山市,10,95,2021,4.0,33.0,True,True,False,True,False,46.0
54440,東村山市,24,80,2021,4.0,24.32221,True,False,True,False,True,27.0
54441,東村山市,13,100,2023,6.0,23.53,True,False,True,False,False,57.0
54442,東村山市,15,90,2023,5.0,20.815,True,False,True,False,False,43.0
54443,東村山市,21,100,2021,4.5,24.0625,True,False,True,False,False,35.0
54444,東村山市,12,85,2021,5.0,21.02573,True,True,False,False,False,43.0
54446,東村山市,15,100,2021,4.5,27.695,True,True,True,False,False,43.0
54448,東村山市,15,100,2021,4.5,27.695,True,True,True,False,False,40.0
54449,東村山市,25,95,2021,5.0,25.2,True,False,False,True,True,38.0
54452,東村山市,20,100,2023,4.5,36.975,True,False,False,True,True,43.0
54454,東村山市,20,100,2022,4.0,18.0,True,True,False,False,False,35.0
54459,東村山市,11,90,2023,4.0,27.983295,True,False,True,False,True,43.0
54463,東村山市,11,90,2023,5.0,27.83,True,True,True,False,False,47.0
54464,東村山市,23,75,2023,6.5,17.195,True,True,True,False,False,32.0
54465,東村山市,18,85,2023,4.3,19.005,True,False,False,True,False,37.0
54466,東村山市,16,105,2023,6.0,23.53,True,False,False,True,True,47.0
54468,東村山市,8,65,2023,5.0,15.18,True,True,False,False,False,39.0
54470,東村山市,11,90,2023,5.8,24.986,True,False,True,False,True,45.0
54471,東村山市,24,80,2023,6.0,19.22,True,False,False,True,True,34.0
54474,東村山市,19,80,2022,5.0,31.1667,True,True,False,True,False,41.0
54475,東村山市,29,95,2022,4.5,37.40004,True,True,False,True,False,42.0
54476,東村山市,16,90,2022,5.0,35.841705,True,False,True,False,False,43.0
54479,東村山市,23,85,2023,5.5,32.725035,True,False,False,True,True,41.0
54480,東村山市,18,65,2023,4.6,24.93336,True,False,False,True,True,33.0
54482,東村山市,18,100,2022,5.0,28.84086,True,False,False,True,True,43.0
54484,東村山市,25,85,2022,5.0,23.49996,True,False,True,False,True,37.0
54485,東村山市,23,95,2022,4.0,25.63632,True,True,False,False,False,39.0
54487,東村山市,20,85,2022,5.0,23.49996,True,True,True,False,False,39.0
54488,東村山市,12,90,2022,5.0,24.56814,True,True,False,False,False,50.0
54489,東村山市,11,90,2022,4.0,23.49996,True,True,False,False,False,48.0
54490,東村山市,120,70,2022,6.0,24.56814,True,False,False,True,True,37.0
54493,東村山市,19,95,2022,4.0,28.35,True,False,True,False,True,36.0
54494,東村山市,11,90,2022,4.0,24.15,True,False,False,False,True,46.0
54496,東村山市,11,90,2022,4.0,23.1,True,False,True,False,False,50.0
54497,東村山市,16,95,2023,5.0,24.15,True,False,False,False,True,47.0
54498,東村山市,8,95,2022,5.0,27.34375,True,True,False,False,False,44.0
54499,東村山市,21,85,2022,4.0,25.15625,True,False,True,False,True,33.0
54500,東村山市,18,95,2022,5.0,26.25,True,True,True,False,False,34.0
54501,東村山市,25,80,2021,5.0,24.0625,True,False,True,False,True,32.0
54502,東村山市,23,80,2022,4.0,22.96875,True,True,True,False,False,32.0
54503,東村山市,16,90,2022,5.0,25.15625,True,False,True,False,False,48.0
54504,東村山市,16,90,2022,4.0,25.15625,True,False,False,False,True,46.0
54505,東村山市,6,80,2021,4.5,17.20287,True,False,True,False,False,37.0
54506,東村山市,7,95,2022,4.2,24.84859,True,True,True,False,False,45.0
54507,東村山市,23,120,2022,5.0,45.87432,True,False,True,False,True,66.0
54509,東村山市,21,90,2021,5.0,21.01,True,True,True,False,False,35.0
54510,東村山市,23,90,2021,5.0,21.01,True,False,False,True,True,31.0
54511,東村山市,24,90,2021,5.0,21.965,True,False,False,True,True,19.0
54512,東村山市,13,100,2021,5.0,29.605,True,False,False,False,True,38.0
54513,東村山市,23,85,2021,5.0,21.01,True,False,False,True,True,32.0
54514,東村山市,13,100,2021,5.0,27.695,True,False,False,False,True,38.0
54515,東村山市,28,95,2021,5.0,22.92,True,True,False,True,False,38.0
54516,東村山市,6,80,2021,4.5,20.055,True,False,True,False,False,37.0
54518,東村山市,13,105,2022,6.0,24.83,True,True,True,False,False,54.0
54519,東村山市,9,120,2021,4.0,36.75,True,False,False,True,True,50.0
54520,東村山市,29,100,2021,5.0,25.2,True,False,True,False,True,31.0
54521,東村山市,18,60,2021,4.5,15.75,True,False,False,True,True,23.0
54522,東村山市,24,85,2021,6.0,23.1,True,False,True,False,True,33.0
54523,東村山市,24,85,2021,5.0,23.1,True,False,False,True,True,36.0
54524,東村山市,24,110,2020,5.0,23.1,True,False,True,False,True,33.0
54526,東村山市,18,100,2021,4.0,26.25,True,True,True,False,False,37.0
54527,東村山市,6,95,2021,7.8,18.9,True,True,False,False,False,42.0
54529,東村山市,25,85,2021,6.0,32.26663,True,False,False,True,True,31.0
54530,東村山市,20,100,2021,6.0,36.666625,True,False,False,True,True,35.0
54531,東村山市,29,100,2021,5.0,35.19996,True,True,False,False,False,34.0
54532,東村山市,20,105,2021,6.0,76.26658,True,True,False,False,False,44.0
54539,東村山市,9,65,2021,4.0,16.0,True,False,False,False,True,35.0
54544,東村山市,5,100,2022,3.8,28.05,True,False,False,True,True,46.0
54548,東村山市,5,80,2021,4.0,20.583365,True,False,False,True,False,35.0
54549,東村山市,6,95,2022,4.0,21.6667,True,False,True,False,False,50.0
54550,東村山市,5,90,2021,4.0,31.5,True,False,False,True,True,32.0
54551,東村山市,4,95,2021,5.0,33.0,True,False,True,False,True,43.0
54552,東村山市,5,100,2021,4.0,33.0,True,False,False,True,False,39.0
54553,東村山市,5,90,2021,4.0,27.0,True,True,False,False,False,37.0
54554,東村山市,5,95,2021,4.0,27.0,True,True,False,False,False,38.0
54555,東村山市,5,95,2021,4.0,17.8667,True,False,False,True,False,35.0
54556,東村山市,16,95,2023,5.0,24.435,True,True,False,False,False,40.0
54560,東村山市,20,100,2022,4.0,49.86672,True,False,True,False,False,47.0
54563,東村山市,13,100,2022,66.0,25.2,True,False,True,False,False,46.0
54564,東村山市,11,100,2022,6.0,25.2,True,False,True,False,True,45.0
54567,東村山市,15,105,2022,6.0,37.272885,False,False,True,False,True,67.0
54568,東村山市,19,85,2021,4.0,21.02573,True,False,False,True,True,31.0
54570,東村山市,14,85,2020,4.5,21.01,True,False,True,False,False,32.0
54571,東村山市,19,90,2021,4.0,25.2,True,True,False,True,False,30.0
54574,東村山市,18,85,2021,4.0,22.05,True,False,False,False,True,33.0
54576,東村山市,20,90,2021,6.0,35.19996,True,False,True,False,False,27.0
54577,東村山市,20,90,2021,6.0,35.19996,True,False,True,False,False,33.0
54578,東村山市,21,70,2021,6.0,35.19996,True,False,True,False,False,25.0
54579,東村山市,21,95,2021,6.0,39.599955,True,True,False,False,False,36.0
54587,東村山市,9,85,2023,4.0,16.5,True,False,True,False,False,33.0
54596,東村山市,3,120,2020,6.0,27.5,True,True,False,True,False,51.0
54601,東村山市,3,95,2022,6.1,25.8195,True,False,False,False,True,36.0
54602,東村山市,13,95,2023,4.5,25.51875,True,True,False,False,False,39.0
54603,東村山市,7,75,2021,5.8,17.64,True,False,True,False,False,29.0
54607,東村山市,9,90,2023,5.5,19.25,True,True,False,False,False,44.0
54608,東村山市,11,90,2023,5.0,16.5,True,False,True,False,False,41.0
54609,東村山市,13,105,2023,4.0,39.75,True,False,False,False,True,46.0
54610,東村山市,13,90,2023,4.0,29.15,True,False,True,False,False,40.0
54613,東村山市,12,90,2022,4.0,56.35,True,False,False,False,True,38.0
54614,東村山市,12,90,2022,5.0,56.35,True,True,False,False,False,42.0
54615,東村山市,7,95,2022,4.0,26.68572,True,False,False,False,True,39.0
54616,東村山市,13,85,2022,4.5,24.46191,True,False,True,False,True,35.0
54617,東村山市,13,90,2022,5.0,24.46191,True,False,False,True,False,39.0
54618,東村山市,11,65,2022,4.0,12.825,True,True,False,False,False,32.0
54619,東村山市,13,80,2021,6.8,9.3,True,True,True,False,False,34.0
54621,東村山市,11,95,2023,5.0,22.625,True,False,True,False,False,37.0
54623,東村山市,13,100,2023,4.5,22.625,True,True,True,False,False,48.0
54624,東村山市,15,90,2023,6.0,16.12875,True,True,True,False,False,40.0
54632,東村山市,11,65,2022,5.0,17.5,True,False,True,False,False,16.0
54633,東村山市,14,70,2021,7.0,17.19,True,True,True,False,False,28.0
54635,東村山市,11,90,2021,4.5,23.1,True,False,False,False,True,38.0
54641,東村山市,6,90,2021,5.8,24.2,True,False,True,False,False,42.0
54642,東村山市,7,95,2021,7.2,23.1,True,False,True,False,True,48.0
54643,東村山市,8,85,2021,4.0,24.2,False,False,True,False,False,48.0
54644,東村山市,8,90,2021,5.5,19.166705,True,False,False,False,True,44.0
54645,東村山市,9,85,2021,4.0,18.33337,True,False,True,False,False,40.0
54647,東村山市,9,75,2021,4.0,24.75,True,True,True,False,False,33.0
54648,東村山市,9,90,2021,5.5,31.625,True,False,True,False,True,44.0
54650,東村山市,5,70,2023,3.9,28.8,True,True,False,False,False,43.0
54651,東村山市,6,95,2022,4.0,35.36,True,False,True,False,False,48.0
54652,東村山市,4,70,2021,3.8,28.74443,True,False,False,True,False,40.0
54657,東村山市,10,90,2023,4.0,23.06003,True,False,True,False,False,52.0
54658,東村山市,8,65,2023,4.0,16.04176,True,False,False,False,True,37.0
54659,東村山市,9,80,2023,4.0,20.0522,True,False,True,False,False,43.0
54661,東村山市,2,100,2022,4.0,32.0,True,False,True,False,False,49.0
54662,東村山市,8,90,2022,4.0,36.8,True,False,True,False,True,46.0
54665,東村山市,6,95,2022,4.0,26.0,True,False,False,True,False,47.0
54666,東村山市,2,100,2022,4.0,31.2,True,False,True,False,False,46.0
54667,東村山市,2,100,2022,4.0,29.9,True,False,True,False,False,44.0
54669,東村山市,5,95,2022,4.0,15.75,True,False,True,False,True,43.0
54670,東村山市,6,80,2022,4.0,24.2,True,False,False,True,False,39.0
54672,東村山市,4,100,2022,4.0,16.80382,True,False,True,False,False,45.0
54673,東村山市,6,95,2022,4.0,23.72304,True,False,False,True,False,47.0
54676,東村山市,6,65,2021,3.8,19.2,True,False,False,False,True,30.0
54677,東村山市,3,95,2022,4.0,20.4,True,False,True,False,True,44.0
54679,東村山市,6,105,2021,4.0,21.556935,True,False,True,False,True,46.0
54683,東村山市,6,70,2021,4.9,23.4,True,False,False,False,True,36.0
54687,東村山市,15,105,2021,4.0,40.85,True,True,False,False,False,54.0
54691,東村山市,14,160,2023,4.2,41.6,True,False,True,False,False,79.0
54693,東村山市,11,90,2023,5.0,13.95163,True,False,False,True,False,35.0
54694,東村山市,11,85,2023,5.0,13.95163,True,True,False,False,False,37.0
54695,東村山市,8,65,2022,5.2,13.25712,True,False,False,True,False,27.0
54696,東村山市,10,85,2023,5.0,18.22854,True,False,False,True,False,37.0
54697,東村山市,10,85,2023,5.0,18.22854,True,False,False,False,True,37.0
54698,東村山市,11,90,2021,5.0,11.385,True,True,False,False,False,37.0
54701,東村山市,10,85,2022,6.0,15.419985,True,True,False,False,False,32.0
54703,東村山市,11,85,2021,5.0,8.965,True,False,True,False,False,26.0
54704,東村山市,14,95,2020,5.0,15.01,True,False,True,False,False,27.0
54705,東村山市,14,90,2020,5.0,10.665,True,False,True,False,False,28.0
54706,東村山市,14,100,2020,5.0,12.245,True,False,False,True,False,30.0
54707,東村山市,14,90,2021,5.0,9.085,True,True,False,False,False,34.0
54711,東村山市,15,85,2023,4.0,23.1,True,True,True,False,False,37.0
54713,東村山市,18,95,2022,6.0,51.0,True,False,False,True,False,39.0
54714,東村山市,19,80,2021,4.0,26.0,True,False,False,False,True,31.0
54715,東村山市,19,100,2023,5.0,33.8,True,True,False,False,False,43.0
54717,東村山市,18,85,2022,6.0,40.15,True,False,False,True,False,36.0
54719,東村山市,19,100,2022,4.0,43.8,True,True,False,False,False,34.0
